pos	surrogate	n_donors	median_depth	fixed_difference	epsilon
4755	0.0006219077365322424	30	2080.5	False	0.0009727471335852
4756	0.0010782654662643107	30	2067.5	False	0.0010491344640671
4757	0.0004843570271877926	30	2065.0	False	0.0005710116422929
4758	0.00045395177780974236	30	2038.0	False	0.0004485023226013
4759	0.0005196183255572835	30	2012.5	False	0.0006049606775559
4760	0.0004444968505013206	30	1964.5	False	0.0005309528945228
4761	0.00045840213392865024	30	1974.0	False	0.0004639602319801
4762	0.0030056530961588244	30	1952.0	False	0.0029458039031901
4763	0.0005653091896137778	30	1939.5	False	0.0007750240088959
4764	0.0004529119011122902	30	1915.0	False	0.0004960572005268
4765	0.004160978553339665	30	1863.0	False	0.0046580044128462
4766	0.0007961452142290389	30	1870.0	False	0.0008731336767659
4767	0.0005734629879275786	30	1841.0	False	0.0006570068896938
4768	0.0004581754690592305	30	1789.5	False	0.0004715099198433
4770	0.0	30	1710.5	False	0.0005056558543711
4771	0.0005720853755603033	30	1748.0	False	0.0006453159282408
4772	0.0004250156537956101	30	1735.5	False	0.0005889057750759
4773	0.0	30	1707.0	False	0.0003603261900246
4774	0.0	30	1771.5	False	0.000311059064627
4775	0.0004320632968529663	30	1786.0	False	0.000454124357414
4776	0.0005692776021088051	30	1789.5	False	0.0006496670456391
4777	0.0004876283620442066	30	1796.5	False	0.000612083243321
4778	0.0005438664200192527	30	1839.0	False	0.0005997847831072
4779	0.0	30	1894.5	False	0.0002062387213199
4780	0.0005035350135581746	30	1931.5	False	0.0005578470484819
4781	0.00042386079556929927	30	1985.5	False	0.0004289650393492
4782	0.00046489191532877983	30	2005.0	False	0.0004567103803745
4783	0.0003841270187877727	30	2035.5	False	0.0004034014812902
4784	0.0	30	2020.0	False	0.0003716811299106
4785	0.00041711242906751695	30	2121.5	False	0.0003381753900545
4786	0.00017029972752043596	30	2197.0	False	0.0004329068951618
4787	0.00048157960894761693	30	2168.5	False	0.0005414266592471
4788	0.0004360431955587665	30	2189.0	False	0.0005207480918302
4789	0.0	30	2206.5	False	0.0002821796147505
4790	0.0004468878395389108	30	2238.0	False	0.0006322506653335
4791	0.0	30	2248.0	False	0.0002934186203456
4792	0.00043334274416991165	30	2241.5	False	0.0005132416341613
4793	0.0004595612499474651	30	2245.5	False	0.0005290616503784
4794	0.0006628012231126199	30	2255.0	False	0.0007421312262627
4795	0.0004336579499412794	30	2370.0	False	0.0005686152139241
4796	0.00041457068160252004	30	2432.5	False	0.0004468880342343
4797	0.0007617137234558887	30	2474.5	False	0.0007347145967752
4798	0.0006578324544622735	30	2479.5	False	0.0007578376366102
4799	0.0006880911379492022	30	2524.5	False	0.0008182668329177
4800	0.0005237808358672467	30	2637.5	False	0.001128257844526
4801	0.0003396631186647071	30	2771.0	False	0.0004954143960173
4802	0.0	30	2734.0	False	0.0003031736214695
4803	0.0005462514797418567	30	2732.0	False	0.0005196060660987
4804	0.0003757442177884922	30	2709.0	False	0.0004762369950666
4805	0.0002905957005166015	30	2809.5	False	0.0003180811460345
4806	0.00034422916480562156	30	2820.0	False	0.0004230913877397
4807	0.0002930960071489161	30	2880.0	False	0.0003596496316491
4808	0.00036161235182031814	30	2973.5	False	0.0003931965758195
4809	0.0004541654215389941	30	3020.0	False	0.0004968368056705
4810	0.00039060420042141136	30	3060.5	False	0.0005610561056105
4811	0.0003335886769328211	30	3024.5	False	0.0003878073373148
4812	0.00034024353543070124	30	3025.5	False	0.0004545504939079
4813	0.000543615366391292	30	2986.5	False	0.0006877579092159
4814	0.00025731020610679804	30	3061.5	False	0.0003068560406803
4815	0.000501637398823247	30	3117.5	False	0.0005600008615397
4816	0.00043522057215170383	30	3211.0	False	0.0004932829554995
4817	0.00034031963996856486	30	3235.0	False	0.0004582999156311
4818	0.00033141423522448045	30	3227.5	False	0.0004807390840875
4819	0.00030848813229127824	30	3209.5	False	0.0003981600813084
4820	0.0003550834609303388	30	3292.5	False	0.0003880996394758
4821	0.0001222195062331948	30	3370.5	False	0.0002910974373387
4822	0.0004440070345722412	30	3326.5	False	0.0004756074113801
4823	0.00028594170352282794	30	3363.5	False	0.0002709129767315
4824	0.00033595041276445066	30	3375.0	False	0.0004797121726963
4825	0.00031322490892394736	30	3499.0	False	0.0004055189193886
4826	0.0004465282651693996	30	3578.0	False	0.0005203208960871
4827	0.0005188545414510268	30	3657.0	False	0.0005840796573399
4828	0.00044192244661389374	30	3716.0	False	0.0005379334239006
4829	0.000412231055974063	30	3771.5	False	0.0004750508662955
4830	0.00046205383543646017	30	3799.5	False	0.0006140210368946
4831	0.0004261935234564422	30	3780.5	False	0.0004757886421171
4832	0.0004306235967091184	30	3777.5	False	0.0004924785100286
4833	0.0006625702314452917	30	3623.5	False	0.00069700011152
4834	0.00046735414537834707	30	3888.0	False	0.0005749679847372
4835	0.00025233841751102863	30	3900.0	False	0.0004253804550702
4836	0.0004547335556293106	30	3892.5	False	0.0005556230791936
4837	0.00024280559850357015	30	3948.5	False	0.0002643111709837
4838	0.0004594467826282085	30	3908.5	False	0.0005168893598325
4839	0.0007820139542478264	30	4038.5	False	0.0007927964015388
4840	0.0004548961018645218	30	4073.0	False	0.0005373188615453
4841	0.0005446732944064303	30	4062.0	False	0.0005643106696209
4842	0.00039124115746767786	30	4037.0	False	0.0004424372448681
4843	0.0004947659135331899	30	4057.5	False	0.0006735462626497
4844	0.0003551500650300428	30	4070.5	False	0.000464842161184
4845	0.0005253616817641782	30	4074.5	False	0.0006551069316947
4846	0.0004369268761277743	30	4187.5	False	0.0005319534782503
4847	0.0006297094169901629	30	4224.5	False	0.0007112034521336
4848	0.000522679424242627	30	4224.0	False	0.0007187866880705
4849	0.00040518372703412077	30	4216.5	False	0.0006098197019907
4850	0.0004913986621303695	30	4259.0	False	0.0005643031248285
4851	0.00031233182366465254	30	4272.5	False	0.0003979276551917
4852	0.0004821331951052034	30	4263.5	False	0.0005002149361053
4853	0.00042644518367872773	30	4302.0	False	0.0006046792874087
4854	0.000518397759422163	30	4366.5	False	0.0005134296333192
4855	0.00035964922010089256	30	4407.5	False	0.0004489013330087
4856	0.00031819015328761675	30	4425.5	False	0.0003106978577003
4857	0.0002418869226137234	30	4445.5	False	0.0003833001390402
4858	0.00042228439359371246	30	4440.0	False	0.000442421470189
4859	0.0003609299117416475	30	4440.5	False	0.0004124051468162
4860	0.0004670345555574395	30	4452.0	False	0.0004579820260824
4861	0.0004259789723513278	30	4321.5	False	0.0005242383125693
4862	0.00032242247024532906	30	4327.5	False	0.0003993579552872
4863	0.000658155629640094	30	4258.5	False	0.0007174720029946
4864	0.0005366719866568894	30	4252.5	False	0.0007004000062257
4865	0.0003631973554088742	30	4199.5	False	0.0004319043842221
4866	0.0003107259245220708	30	4187.5	False	0.0004177274052822
4867	0.0003677822853313539	30	4206.0	False	0.0004393707583068
4868	0.00039069215378594187	30	4218.5	False	0.0004075618396714
4869	0.0005415480639300544	30	4345.5	False	0.000617279246462
4870	0.00040239228507815586	30	4327.0	False	0.0004214559386973
4871	0.00035849446844223856	30	4282.0	False	0.0004170753747885
4872	0.0003435466320595282	30	4268.5	False	0.0003708768920516
4873	0.0003287910777842492	30	4226.5	False	0.0004290071215182
4874	0.000432912115467219	30	4158.0	False	0.0005084530316512
4875	0.0006118629157542067	30	4192.0	False	0.0006226993623243
4876	0.000826947324677171	30	4072.5	False	0.0014386977360717
4877	0.0004404626696517882	30	4062.5	False	0.0005012288190402
4878	0.0007224429243343814	30	4044.5	False	0.0008737864077669
4879	0.0005409808938277262	30	4025.5	False	0.0006107491856677
4880	0.0004006677582622924	30	4076.0	False	0.0005423783696268
4881	0.0004999164619855191	30	4188.0	False	0.0006099251455503
4882	0.000502339372507226	30	4232.5	False	0.0005652511834946
4883	0.0007457125697889094	30	4204.0	False	0.0007027406886858
4884	0.0010348798161251178	30	4176.0	False	0.0011201792286765
4885	0.00039835851350630315	30	4221.0	False	0.0004808639785581
4886	0.0004973084147921838	30	4381.5	False	0.0005097731889736
4887	0.0003803886706971371	30	4374.5	False	0.0003842134382492
4888	0.0005345458935943263	30	4534.0	False	0.0005759730621829
4889	0.00034654995932653144	30	4551.0	False	0.0004859658940299
4890	0.0005305733058780992	30	4547.5	False	0.0006032339223446
4891	0.00044337351572389176	30	4497.5	False	0.0005381688803844
4892	0.0003386447404231586	30	4550.0	False	0.0003604796586478
4893	0.00040213178294573647	30	4540.5	False	0.0004569878603386
4894	0.0004980951101854838	30	4517.0	False	0.0005788626091861
4895	0.0002404349037162377	30	4528.5	False	0.0003256485216297
4896	0.0003709121268012637	30	4502.0	False	0.0004496200710399
4897	0.0005086742343114157	30	4467.5	False	0.0004990208605841
4898	0.00043244301861454097	30	4620.0	False	0.0004719172910495
4899	0.0002673250522317725	30	4694.0	False	0.0003935571122925
4900	0.000289719333189066	30	4693.5	False	0.000422394043528
4901	0.00024216791035629501	30	4665.0	False	0.0003317012669546
4902	0.0003380323080505505	30	4617.5	False	0.0004244295812782
4903	0.00042514212462328943	30	4545.5	False	0.0004991172329536
4904	0.0004449979844987224	30	4550.0	False	0.0004671095557269
4905	0.0004618063646869869	30	4415.5	False	0.0005374981763454
4906	0.00036859810443024216	30	4545.0	False	0.0004012721814344
4907	0.00046769508477041374	30	4405.0	False	0.0005974081676419
4908	0.0006029761876017133	30	4541.5	False	0.0006454005934718
4909	0.00035143235702118745	30	4533.5	False	0.0003865366317792
4910	0.00037299442726088886	30	4554.0	False	0.0004149316103792
4911	0.0005784329331930873	30	4483.0	False	0.0006419697141346
4912	0.0005093308953626013	30	4501.0	False	0.0004842867573648
4913	0.0005019341490115587	30	4506.0	False	0.0006304507723021
4914	0.00029105782718215757	30	4566.5	False	0.0003155870653338
4915	0.0005151344716577857	30	4537.0	False	0.0006750391300155
4916	0.000253463888703303	30	4621.0	False	0.0003280242008965
4917	0.00032594080953138663	30	4699.5	False	0.0004946530362274
4918	0.00032876409768545754	30	4687.0	False	0.0003663766783284
4919	0.0003452287140230403	30	4743.0	False	0.0003473773013746
4920	0.000457918718878085	30	4753.5	False	0.0005235490968778
4921	0.0005456784824962044	30	4674.0	False	0.0004895044487316
4922	0.0004358054459585388	30	4720.5	False	0.0004706285029735
4923	0.0002831781123941745	30	4714.5	False	0.0003077077206013
4924	0.00045139240301834223	30	4723.0	False	0.0005137059604161
4925	0.0003834122419200175	30	4590.0	False	0.0004320160504946
4926	0.0004300628233555063	30	4655.0	False	0.000519803052399
4927	0.0005203273970138514	30	4642.5	False	0.0005374352717316
4928	0.000577615885436185	30	4639.0	False	0.0008698299482451
4929	0.0004076231170477987	30	4622.5	False	0.0004856973018427
4930	0.0007545035028232506	30	4546.0	False	0.000776713392758
4931	0.0010443964901122775	30	4619.5	False	0.0010867266189673
4932	0.00043097274110152244	30	4633.5	False	0.0004652177073489
4933	0.0016248574887667616	30	4603.5	False	0.0017246314059048
4934	0.00048685643560056905	30	4632.0	False	0.0004963286279433
4935	0.0010075761035586881	30	4402.5	False	0.0011770679468242
4936	0.0005351070441421341	30	4600.0	False	0.0005785002929115
4937	0.0009149646120149184	30	4505.5	False	0.0011079585863047
4938	0.0009851983680718573	30	4586.0	False	0.0011844070240486
4939	0.0006282563164887135	30	4583.5	False	0.0007075888908544
4940	0.00033542617968988016	30	4689.5	False	0.0003883830319768
4941	0.0006601217709238556	30	4655.5	False	0.0006422375846093
4942	0.00032786888770426094	30	4700.0	False	0.0004001171771733
4943	0.0004685490624794622	30	4655.0	False	0.0004899912089812
4944	0.0003059479228409791	30	4620.0	False	0.0003199325233223
4945	0.00040047087507803146	30	4553.5	False	0.0006055324993723
4946	0.0003445953735150554	30	4627.0	False	0.0003988657707899
4947	0.006441436883486813	30	4578.0	False	0.0076739065231863
4948	0.00038316504008631267	30	4600.0	False	0.0004293907018718
4949	0.0003378671352609598	30	4632.0	False	0.0003897031760808
4950	0.0005965330049459213	30	4605.5	False	0.0006650053711972
4951	0.00035569022120730993	30	4545.5	False	0.000433329661048
4952	0.000307708486558819	30	4552.5	False	0.0003522651382273
4953	0.00043560058572924713	30	4512.5	False	0.0004656697883789
4954	0.0003803578697847599	30	4469.5	False	0.0004714051615123
4955	0.0003748767231639132	30	4487.5	False	0.000439845532213
4956	0.00026921738878339397	30	4408.5	False	0.0003181022926086
4957	0.0004415248173361761	30	4334.5	False	0.000531652591999
4958	0.00033925799225778514	30	4302.5	False	0.000386838216521
4959	0.0007137075781344596	30	4294.5	False	0.0007516815969746
4960	0.00038104798903638667	30	4224.0	False	0.0004482576931243
4961	0.0007458810405242104	30	4202.0	False	0.000822439957929
4962	0.0007267695154447434	30	4230.5	False	0.000768302052464
4963	0.0005350248381802831	30	4137.0	False	0.0005856867779204
4964	0.0004628884886204819	30	4111.5	False	0.0005726175882314
4965	0.00034360039713799697	30	4061.5	False	0.0003751090670385
4966	0.0001984715214413761	30	4094.5	False	0.0002987653722858
4967	0.0003193339188777163	30	4028.5	False	0.0003458441066517
4968	0.000403171982484178	30	4062.5	False	0.0003922594142259
4969	0.0003320828177497583	30	4094.0	False	0.0003883338052667
4970	0.000275769467631625	30	4057.0	False	0.0004065900108966
4971	0.0002355824979490416	30	4095.5	False	0.0002808943676666
4972	0.0005843504263231315	30	4081.5	False	0.0006705770194063
4973	0.002005597211891089	30	3931.5	False	0.0018336123003423
4974	0.0003007333318382633	30	3975.5	False	0.0003923139847414
4975	0.0002759937963775891	30	4064.0	False	0.0004436156317004
4976	0.00026624256881264605	30	4148.0	False	0.0003565813572783
4977	0.0001980491899921443	30	4220.0	False	0.000295392672665
4978	0.00035932372902763496	30	4263.5	False	0.0003951507104809
4979	0.00035169297123273857	30	4314.0	False	0.0004621216868224
4980	0.00021254046569445554	30	4346.0	False	0.0002874724181869
4981	0.00019595810030324172	30	4377.5	False	0.0002546669650643
4982	0.0003614389365132034	30	4475.5	False	0.0004153262954404
4983	0.00022487553400675904	30	4473.0	False	0.0004099760847283
4984	0.0004263879648136367	30	4458.0	False	0.0004883967613189
4985	0.00035718215524458796	30	4434.0	False	0.0004586384553056
4986	0.00035776246845629645	30	4342.5	False	0.0003966093786453
4987	0.00047948247108831445	30	4451.0	False	0.0005178230111408
4988	0.0003753405519031143	30	4338.0	False	0.0003671387393861
4989	0.0003665693582684704	30	4364.5	False	0.0004038552644863
4990	0.0004944883061351553	30	4368.5	False	0.0005690055653421
4991	0.00026708990472866745	30	4363.5	False	0.0003429248371107
4992	0.0003769502370989643	30	4286.5	False	0.0005032069458533
4993	0.0007937482370245003	30	4245.0	False	0.0008249423753487
4994	0.0003883553715580591	30	4210.5	False	0.0004228226665474
4995	0.00037870721888230463	30	4212.0	False	0.0004132599729355
4996	0.0006267416704973678	30	4258.0	False	0.0007417924257409
4997	0.00036869828062693595	30	4375.5	False	0.0003951313618086
4998	0.00020747877269656817	30	4425.0	False	0.0002613916800565
4999	0.0004362635216241809	30	4382.5	False	0.00047924187028
5000	0.000207074854058166	30	4365.5	False	0.0002797398419469
5001	0.00020667813397876934	30	4275.5	False	0.0002601743956858
5002	0.0007796421368407786	30	4223.0	False	0.0009990648752767
5003	0.0002580106291615086	30	4206.5	False	0.0002977867203219
5004	0.0004784332776848015	30	4186.5	False	0.0005594564353706
5005	0.0004258301377577029	30	4200.5	False	0.0004215954143391
5006	0.00039864728495533593	30	4124.5	False	0.0004198982364274
5007	0.0003550082527167467	30	4043.0	False	0.0004538654204979
5008	0.00024170762097675225	30	3957.5	False	0.0003195384827967
5009	0.0004511028505875016	30	3960.5	False	0.0005453601108033
5010	0.0004265345419297372	30	3922.0	False	0.0004889932850743
5011	0.000586785659258035	30	3783.5	False	0.0006387476946606
5012	0.0004078634713716925	30	3995.0	False	0.0003865946168847
5013	0.0009685715005244623	30	3876.0	False	0.0010482734319943
5014	0.0004361071865316348	30	3970.5	False	0.0004049350380811
5015	0.0002240943649946574	30	3984.5	False	0.000291607701874
5016	0.0006261550941218776	30	3829.0	False	0.000699449294353
5017	0.00027904446889716935	30	3934.5	False	0.0004133761636969
5018	0.00024621448637166595	30	3962.0	False	0.0004290593303241
5019	0.00021717532865646487	30	3907.5	False	0.0003297981288295
5020	0.000267890365168368	30	3834.0	False	0.0003793693646004
5021	0.00031591902308010576	30	3769.0	False	0.0003675317108152
5022	0.0005128612938722138	30	3689.0	False	0.0005813470641973
5023	0.00043150189097441413	30	3792.5	False	0.0005286122584286
5024	0.00026829189150532045	30	3760.0	False	0.0003351843967133
5025	0.0003169341382859229	30	3724.0	False	0.0003918709559828
5026	0.00036357556394194814	30	3632.0	False	0.0003951602280639
5027	0.0004034927061242851	30	3659.5	False	0.0004568466393801
5028	0.0003033632399157241	30	3634.0	False	0.0004215219753456
5029	0.0002771914907472797	30	3650.0	False	0.0004026292627202
5030	0.0002821481558772655	30	3709.5	False	0.0003786304659001
5031	0.0005765699522788225	30	3707.5	False	0.0008412994841262
5032	0.0003009182211545419	30	3682.5	False	0.0004458894565722
5033	0.0005131944758552715	30	3667.0	False	0.0006533080720878
5034	0.0002950983128708691	30	3675.5	False	0.0003721380259938
5035	0.00045118380534100663	30	3694.0	False	0.0004572900432092
5036	0.0004808270155325444	30	3766.0	False	0.0004270286671086
5037	0.00023236978229365456	30	3773.0	False	0.0003907194820176
5038	0.0004435840568669055	30	3760.5	False	0.0003812960345212
5039	0.0003389957197348015	30	3788.5	False	0.0004452648862255
5040	0.0004003799780967433	30	3796.5	False	0.0004825806930601
5041	0.00044623256064013763	30	3819.5	False	0.0006082949308755
5042	0.00021400758879884095	30	3876.5	False	0.0003242658980363
5043	0.00046314255063332614	30	3874.0	False	0.0005489215042248
5044	0.0007458099294973992	30	3817.0	False	0.0008409198932397
5045	0.00031140762642946134	30	3785.5	False	0.0003753788121549
5046	0.0003898746064288271	30	3785.0	False	0.0003663044322836
5047	0.00028828948901259334	30	3664.5	False	0.0003827804800627
5048	0.0005337007888211046	30	3663.5	False	0.000607453926956
5049	0.0005656500271771959	30	3655.0	False	0.0006536619073854
5050	0.0004647714374273035	30	3559.0	False	0.0005507287660827
5051	0.001015556288478452	30	3369.0	False	0.0010476482273989
5052	0.00048339659595442847	30	3324.5	False	0.0005302333026531
5053	0.0004503173420995507	30	3230.0	False	0.0005347813566991
5054	0.00044078447222302414	30	3177.5	False	0.0005627579307182
5055	0.0008208648784493939	30	3119.0	False	0.0009607872120277
5056	0.00037317192687017316	30	3083.5	False	0.0004675727660117
5057	0.0004981814515816331	30	3098.0	False	0.000647991756695
5058	0.00039408015750176293	30	2995.0	False	0.0005268010009219
5059	0.00044876757916887327	30	2943.5	False	0.0005015660005127
5060	0.0003895199244472055	30	3051.0	False	0.0004500594721445
5061	0.0002703259320822072	30	3091.5	False	0.0002450197081069
5062	0.0005502962772748305	30	3113.5	False	0.0005491198242816
5063	0.0005350675361728844	30	3032.0	False	0.0006255864873318
5064	0.0005464764323642121	30	3052.5	False	0.0005875628959372
5065	0.00027797898038469044	30	3093.0	False	0.0003286962422597
5066	0.00030110166246882265	30	3193.0	False	0.0003828285859139
5067	0.0003050818891833677	30	3155.0	False	0.0004097628628765
5068	0.0005353840442377895	30	3127.0	False	0.0005313722156095
5069	0.000397784934768729	30	3196.5	False	0.0004712831469146
5070	0.0002501892372831889	30	3185.0	False	0.000315600113616
5071	0.0002768941545930388	30	3183.0	False	0.0003140703517587
5072	0.000411326687876148	30	3049.0	False	0.0003611333019621
5073	0.0003797780298302035	30	2992.5	False	0.0004027476338576
5074	0.00039147789171719996	30	2998.0	False	0.0004040131977644
5075	0.00025938510259064236	30	3123.0	False	0.0003143324770483
5076	0.0003635867055901225	30	3268.5	False	0.0004471109355016
5077	0.00035111581590576183	30	3282.0	False	0.0004352692451187
5078	0.00044588945565736464	30	3296.5	False	0.0003931508975221
5079	0.0003713211673730591	30	3308.0	False	0.0004429382255688
5080	0.00032115212396884247	30	3313.5	False	0.0004303543250609
5081	0.0004399860043909888	30	3361.0	False	0.0005677497845592
5082	0.00030181668031770197	30	3360.5	False	0.0005172518712347
5083	0.000276788609678347	30	3382.5	False	0.0003029935765361
5084	0.0002414587817096051	30	3371.5	False	0.0003440076895836
5085	0.0003203366612838499	30	3362.0	False	0.0003546817997567
5086	0.0005915752964869099	30	3379.0	False	0.0007471804036793
5087	0.00027777743522328866	30	3327.0	False	0.0003488252795732
5088	0.000385573799670716	30	3360.5	False	0.0004480377980978
5089	0.0006579503175219894	30	3385.0	False	0.0006751650123444
5090	0.00039603945229987794	30	3421.5	False	0.0004298538496911
5091	0.00021505866162000522	30	3496.0	False	0.0002769781681851
5092	0.0005588471166674162	30	3459.0	False	0.0006572461386789
5093	0.0003473690205231264	30	3486.5	False	0.0004594274513006
5094	0.000542448388691415	30	3478.0	False	0.0005679610199384
5095	0.0003585887796414112	30	3483.0	False	0.0004471516440275
5096	0.0002621945200107903	30	3484.0	False	0.0002979589809802
5097	0.00024108072513687927	30	3506.5	False	0.0003460686600221
5098	0.0005386958598328751	30	3495.5	False	0.0006334375866027
5099	0.00033637986720120975	30	3549.0	False	0.0004006018798976
5100	0.0002747513992283867	30	3640.5	False	0.0003432592465459
5101	0.0004071651896908838	30	3537.0	False	0.000430052876956
5102	0.0005229455927977895	30	3569.0	False	0.0006477811079957
5103	0.0003549163534699875	30	3628.0	False	0.0004004118521908
5104	0.0002496591138942821	30	3716.0	False	0.0004110804876909
5105	0.0004739949734068602	30	3644.0	False	0.0006549285748184
5106	0.0006549324250233017	30	3574.0	False	0.0006255353138743
5107	0.0005021830813152091	30	3687.0	False	0.0005597537083683
5108	0.0017825508376406241	30	3648.5	False	0.0020173775967872
5109	0.0007402759954968669	30	3572.0	False	0.0007713183830881
5110	0.00039958008775366	30	3793.5	False	0.0005706108253025
5111	0.00033718024914901855	30	3821.0	False	0.0004149527314714
5112	0.0007783195798949738	30	3767.5	False	0.0007995566095165
5113	0.0005463340690501701	30	3798.5	False	0.0005688538948432
5114	0.00032254876462938886	30	3725.0	False	0.0004680401963933
5115	0.0004389421162721308	30	3729.0	False	0.0004986149584487
5116	0.0004977706538899132	30	3678.5	False	0.000533228558599
5117	0.0002973758337782564	30	3692.0	False	0.0003363291541321
5118	0.0003973025578514834	30	3766.5	False	0.0004422944022114
5119	0.0006447624792302092	30	3768.0	False	0.0005931527924521
5120	0.0006526229382096574	30	3726.5	False	0.0006158957083267
5121	0.00035367207092363683	30	3764.0	False	0.0003518746585426
5122	0.00040443688193405626	30	3724.0	False	0.0004123093069455
5123	0.00049518955651478	30	3675.5	False	0.0006417394915158
5124	0.0003391833591126423	30	3923.0	False	0.0004270956605301
5125	0.0004720573679498338	30	3900.0	False	0.0005647387859012
5126	0.0004541224004714213	30	3967.5	False	0.0004314215781225
5127	0.0003489571692370508	30	4000.0	False	0.0003755950561208
5128	0.00029860258626039356	30	3984.5	False	0.0003239844837701
5129	0.00023715079496252023	30	4103.5	False	0.0002792610583147
5130	0.0002503427191825609	30	4184.5	False	0.00034232850177
5131	0.00025602954158782364	30	4257.5	False	0.0003621220351258
5132	0.00042275737533348776	30	4280.0	False	0.0005144074923859
5133	0.00023850496890068397	30	4272.0	False	0.000294100827567
5134	0.0006482565041000569	30	4190.5	False	0.0005564137060474
5135	0.0003772175536881419	30	4222.0	False	0.0004185199166242
5136	0.0016862039062293735	30	4055.0	False	0.0018881304091518
5137	0.0006891051106846435	30	4207.0	False	0.0007139832795078
5138	0.00044331611657243684	30	4232.5	False	0.0005717600265164
5139	0.0009332715725010857	30	4219.0	False	0.0010487764275012
5140	0.000495814920289613	30	4153.5	False	0.0005582717260746
5141	0.0004594575055895298	30	4025.0	False	0.0005855414947913
5142	0.000740892793606481	30	3863.5	False	0.0007740983104854
5143	0.0004229957698638974	30	4104.0	False	0.0005670249233227
5144	0.0004497400002244908	30	4149.5	False	0.0005477143459026
5145	0.0007638313442332044	30	4085.5	False	0.0007152527652182
5146	0.0008330866299078563	30	4183.5	False	0.0008351567589236
5147	0.0005254478977929352	30	4120.0	False	0.0006016743738288
5148	0.0010405928672285797	30	3971.0	False	0.0012326174892797
5149	0.000435062665666114	30	4146.0	False	0.0005376524748815
5150	0.000395286921595768	30	4070.5	False	0.0004762066736963
5151	0.0004367470238591957	30	3982.0	False	0.0005188246891375
5152	0.0004778224628152304	30	3907.0	False	0.000574341936681
5153	0.0006516508252362102	30	3861.0	False	0.0006589668468436
5154	0.00040520340054272077	30	4006.5	False	0.0004146939903929
5155	0.00021839699890551347	30	3949.0	False	0.0003235312120178
5156	0.00032482139020197684	30	3865.5	False	0.0004075882295607
5157	0.00030314385831179205	30	4067.5	False	0.0004083959398636
5158	0.00033332832169653056	30	4036.0	False	0.0003678105861018
5159	0.00040155665670633673	30	4087.5	False	0.0003401100255932
5160	0.00048811975935225433	30	4098.5	False	0.000586565108727
5161	0.00042025726562025344	30	4230.0	False	0.0004119600233993
5162	0.0018871081754776894	30	4187.0	False	0.0017966313162819
5163	0.0005427088179678245	30	4364.0	False	0.0005918390197866
5164	0.0005388215691188524	30	4333.5	False	0.0006429576049829
5165	0.00033628142113667747	30	4320.5	False	0.0004467404194486
5166	0.00044059687741383107	30	4067.0	False	0.000544472329746
5167	0.0003919690559207655	30	4256.5	False	0.0004404028870855
5168	0.00021980659530860335	30	4316.5	False	0.0004201918337333
5169	0.0007418471367703267	30	4295.0	False	0.0011904376275468
5170	0.000505456987920212	30	4364.5	False	0.0005916119025918
5171	0.00039541376321329264	30	4478.5	False	0.0004294191130543
5172	0.00038226657189884786	30	4507.0	False	0.0003645954541928
5173	0.00038404502352718217	30	4451.5	False	0.0004711943205377
5174	0.0003298143049778444	30	4466.0	False	0.0003903383452776
5175	0.00034204682973489704	30	4394.0	False	0.0003177806201488
5176	0.00033127852062216296	30	4373.5	False	0.0004234579737935
5177	0.00023554250916505998	30	4390.5	False	0.0003656597774244
5178	0.00036945227105848944	30	4350.0	False	0.0003778955239481
5179	0.00030581065249239155	30	4240.0	False	0.0003807631818558
5180	0.00021668481529157183	30	4288.5	False	0.0002794949362093
5181	0.0004314295897789528	30	4266.5	False	0.0004788599829922
5182	0.0004196267170793839	30	4238.5	False	0.0004624964899819
5183	0.00026431458257445664	30	4187.0	False	0.0003351374901553
5184	0.00043927337449555437	30	4171.0	False	0.0006375304085227
5185	0.000445840337479072	30	4108.5	False	0.0005756954909497
5186	0.00041714830944472136	30	3983.5	False	0.0005520649859354
5187	0.00021056701407603617	30	4144.5	False	0.0002781641168289
5188	0.0004521968116725762	30	4106.0	False	0.0005974327461422
5189	0.0003327614143558527	30	4173.5	False	0.0003709292621036
5190	0.0003532731561090044	30	4026.5	False	0.0004271864974194
5191	0.00044940584730419095	30	4083.5	False	0.0004949988051752
5192	0.0009416949400522942	30	3492.0	False	0.0012250338109331
5193	0.0003972955057251382	30	4098.0	False	0.0004250869302772
5194	0.00028740874669056676	30	4062.5	False	0.0002913028950367
5195	0.00027679194345861015	30	4136.5	False	0.0003194888178913
5196	0.0004166673177093506	30	4056.0	False	0.000417476059026
5197	0.00028527528800885416	30	4084.5	False	0.0003478024821221
5198	0.0003293820506310986	30	4098.0	False	0.0003277421089784
5199	0.00028209734642286243	30	3995.5	False	0.0003234813402342
5200	0.00020892103513792977	30	3985.5	False	0.0002832156129043
5201	0.0003998271833224801	30	3881.5	False	0.0005822963978248
5202	0.00033552211654173003	30	3983.5	False	0.0004545493529104
5203	0.00031794057335853	30	3943.5	False	0.0003902828249538
5204	0.0004242964444218897	30	3773.0	False	0.0004056319746164
5205	0.0004894909677005393	30	3460.5	False	0.0005275910583085
5206	0.00042569502411426454	30	3696.5	False	0.0004689870798657
5207	0.0003729309424223547	30	3583.0	False	0.0004329167294082
5208	0.0030390778795592764	30	2634.5	False	0.004167925858769
5209	0.0004152818193101736	30	3807.0	False	0.0005348737697903
