pos	alt	dep	n_donors	max_donor_frac	epsilon
2265	90	213997	30	0.001080613788631943	0.00042056664345761855
2266	106	212913	30	0.0011283043197936814	0.0004978559317655568
2267	141	210996	30	0.0020107238605898124	0.0006682591139168515
2268	94	211500	30	0.00109838380668445	0.00044444444444444447
2269	109	212639	30	0.0013025679196129512	0.000512605871923777
2270	106	210916	30	0.0015743073047858943	0.0005025697434049574
2271	105	214375	30	0.0013303315595579205	0.0004897959183673469
2272	96	210284	30	0.0012085403518195246	0.000456525460805387
2273	103	210784	30	0.0013837638376383763	0.0004886518900865341
2274	83	208408	30	0.0009932459276916965	0.00039825726459636864
2275	84	205867	30	0.0009494872768704899	0.0004080304274118727
2276	100	208994	30	0.0010873863187030447	0.00047848263586514446
2277	92	207456	30	0.0007825950853028644	0.0004434675304642912
2278	97	206098	30	0.0012148823082763858	0.0004706498850061621
2279	115	203400	30	0.0015586034912718205	0.0005653883972468044
2280	125	201656	30	0.001595358955765047	0.0006198674971238148
2281	120	192480	30	0.0021612635078969242	0.0006234413965087282
2282	114	200386	30	0.0013282926330847042	0.000568902019103131
2283	78	199792	30	0.0011060199083583505	0.00039040602226315366
2284	137	199473	30	0.0019169329073482429	0.0006868097436745826
2285	98	193332	30	0.0014812620352540364	0.0005069000475865351
2286	79	192748	30	0.0010031767262999498	0.0004098615809243157
2287	96	191128	30	0.0014255167498218105	0.0005022811937549704
2288	67	193483	30	0.0011639507815098104	0.00034628365282738017
2289	439	195696	30	0.005012531328320802	0.002243275284114136
2290	471	196048	30	0.005130543837646791	0.00240247286378846
2291	460	196159	30	0.00536574682435392	0.0023450364245331595
2292	87	195794	30	0.0012185833968012185	0.00044434456622777
2293	55	192796	30	0.000744047619047619	0.00028527562812506486
2294	64	193239	30	0.0011532125205930808	0.00033119608360631135
2295	73	195647	30	0.0009675858732462506	0.0003731209780880872
2296	81	194206	30	0.0009939260077305356	0.00041708289136277975
2297	69	195631	30	0.0012529085376767495	0.0003527048371679335
2298	56	196280	30	0.0007653061224489796	0.0002853067047075606
2299	91	198978	30	0.0036359077231695085	0.0004573369920292696
2300	55	202281	30	0.0008741258741258741	0.0002718989919962824
2301	61	203544	30	0.0006391818472355385	0.0002996895020241324
2302	62	202570	30	0.0008661008141347653	0.00030606703855457374
2303	66	201039	30	0.0008082767539605561	0.0003282945100204438
2304	102	201913	30	0.0012482446559525667	0.0005051680674349844
2305	83	199528	30	0.001589825119236884	0.00041598171685177016
2306	103	203660	30	0.0018972059330803726	0.0005057448688991456
2307	114	205873	30	0.0015313935681470138	0.0005537394413060479
2308	96	208915	30	0.0012414649286157666	0.0004595170284565493
2309	59	208408	30	0.0009040229019135151	0.0002830985374841657
2310	88	210443	30	0.0013280212483399733	0.0004181654889922687
2311	76	204799	30	0.0009201042784848949	0.0003710955619900488
2312	56	207604	30	0.0010065425264217413	0.0002697443209186721
2313	55	208334	30	0.0008392077878482712	0.00026399915520270334
2314	80	211306	30	0.0009569377990430622	0.0003785978628150644
2315	63	214336	30	0.0008777062609713282	0.00029393102418632426
2316	79	217871	30	0.0011466246237637953	0.00036259988708914906
2317	87	219768	30	0.0009132420091324201	0.0003958720104837829
2318	93	225644	30	0.0008623167576889911	0.0004121536579745085
2319	187	229996	30	0.0017527302143723878	0.0008130576183933634
2320	48	230615	30	0.0007630093087135663	0.0002081391063027123
2321	93	228232	30	0.001007658202337767	0.00040748010796032107
2322	85	227804	30	0.0014222911817946729	0.00037312777650963107
2323	61	225222	30	0.0010127314814814814	0.0002708438784843399
2324	62	224474	30	0.0010987501716797144	0.0002762012527063268
2325	87	221612	30	0.001397233477714126	0.00039257801924083536
2326	103	223955	30	0.0014453850918851952	0.00045991382197316423
2327	106	220374	30	0.0011320220744304515	0.000481000481000481
2328	92	221923	30	0.0010844306738962044	0.0004145582026198276
2329	87	223278	30	0.0006525589633634754	0.0003896487786526214
2330	304	216921	30	0.0032113037893384713	0.0014014318576809068
2331	114	220487	30	0.001419244961680386	0.0005170372856449587
2332	135	220353	30	0.0015654896503739782	0.0006126533335148603
2333	156	221135	30	0.001772222740416006	0.0007054514210776223
2334	89	222334	30	0.0010427528675703858	0.0004002986497791611
2335	70	221906	30	0.0016842105263157896	0.00031544888376159274
2336	75	220612	30	0.0015536723163841809	0.00033996337461244175
2337	61	220433	30	0.0007686395080707148	0.00027672807610475744
2338	87	221061	30	0.0012129613585167215	0.0003935565296456634
2339	156	223627	30	0.0017613794382126634	0.000697590183654031
2340	85	222924	30	0.0011134307585247043	0.0003812958676499614
2341	91	225823	30	0.0013735005951835912	0.000402970468021415
2342	349	222718	30	0.004027020005196155	0.0015670040140446664
2343	134	223574	30	0.0011631288165164292	0.0005993541288343009
2344	147	219931	30	0.0013173302107728337	0.0006683914500456962
2345	137	222596	30	0.0028977108084613156	0.0006154647882262035
2346	200	217850	30	0.0018793067446230946	0.0009180628873077806
2347	105	219233	30	0.001185926999604691	0.0004789424949711038
2348	80	217616	30	0.0012497396375755051	0.00036762002793912213
2349	92	218419	30	0.0011420413990007139	0.0004212087776246572
2350	281	218904	30	0.004449768954304296	0.0012836677264919782
2351	89	219197	30	0.0010277492291880781	0.0004060274547553114
2352	125	156390	21	0.002723735408560311	0.0007992838416778567
2353	156	225359	30	0.0012791358726549175	0.0006922288437559627
2354	99	227920	30	0.0015000681849174963	0.00043436293436293434
2355	58	228554	30	0.0006587615283267457	0.00025376934991293087
2356	80	227790	30	0.000992063492063492	0.0003512006672812678
2357	136	229822	30	0.001191692202928158	0.0005917623204044869
2358	91	228159	30	0.0015579020252726328	0.0003988446653430283
2359	107	233174	30	0.001034612490594432	0.00045888478132210283
2360	100	233381	30	0.0011909487892020642	0.00042848389543279015
2361	95	236113	30	0.001040943789035392	0.00040234972237869157
2362	75	237664	30	0.00106544901065449	0.00031557156321529553
2363	97	237529	30	0.0011077263915812794	0.00040837118836015813
2364	100	240504	30	0.0009571995077259674	0.00041579350031600306
2365	98	239961	30	0.0008531383302864108	0.00040839969828430456
2366	95	242517	30	0.0010190217391304348	0.0003917251161774226
2367	115	241487	30	0.0013485350006129705	0.000476216111012187
2368	102	243747	30	0.0011988810443585986	0.0004184666888207855
2369	82	245189	30	0.001208865010073875	0.0003344358841546725
2370	79	242353	30	0.0010111223458038423	0.00032597079466728285
2371	68	242966	30	0.000597300203082069	0.0002798745503486084
2372	85	245223	30	0.0007304601899196494	0.00034662327758815445
2373	101	248038	30	0.0009654839488293508	0.0004071956716309598
2374	85	247232	30	0.0010901162790697674	0.0003438066269738545
2375	96	246958	30	0.0009735913350371182	0.00038873006746086377
2376	130	243279	30	0.001480932987782303	0.0005343658926582237
2377	195	245559	30	0.0022670025188916876	0.0007941065080082587
2378	108	247917	30	0.0014196242171189979	0.0004356296663802805
2379	99	251828	30	0.0009370607527721381	0.0003931254665883063
2380	112	250338	30	0.0012300123001230013	0.0004473951217953327
2381	103	249607	30	0.0010840761262346423	0.00041264868373082483
2382	92	247392	30	0.0013558486379884136	0.00037187944638468506
2383	86	243954	30	0.0007209805335255948	0.0003525254761143494
2384	73	243381	30	0.0007199424046076314	0.0002999412443863736
2385	114	240376	30	0.0016746411483253589	0.0004742569973707858
2386	77	244034	30	0.0008021819348628269	0.0003155298032241409
2387	106	243002	30	0.0009065361254645998	0.00043621040156048097
2388	92	241362	30	0.00091726288754357	0.0003811701924909472
2389	105	243483	30	0.0010898522644708162	0.00043124160619016524
2390	73	244922	30	0.0010820559062218215	0.00029805407435836714
2391	87	241427	30	0.0013100436681222707	0.00036035737510717525
2392	128	236723	30	0.0015378700499807767	0.0005407163646962906
2393	89	238619	30	0.0011098779134295228	0.00037297951965266807
2394	95	238015	30	0.0013057265435553068	0.00039913450832930697
2395	90	234545	30	0.0010574018126888218	0.00038372167387921296
2396	111	238870	30	0.0010034403669724771	0.000464687905555323
2397	109	237904	30	0.0012006603631997599	0.00045816800053803214
2398	85	238012	30	0.000956676233429001	0.0003571248508478564
2399	90	237203	30	0.0008105041335710813	0.00037942184542354016
2400	125	240052	30	0.0010863661053775121	0.0005207205105560462
2401	92	237563	30	0.0009812339016313013	0.00038726569373176797
2402	97	236323	30	0.001105379513633014	0.0004104551821024615
2403	78	240375	30	0.0013531799729364006	0.00032449297971918876
2404	111	235880	30	0.0015826958586125032	0.00047057826013227063
2405	104	241144	30	0.0010430247718383311	0.0004312775768835219
2406	279	242281	30	0.0039494470774091624	0.0011515554253119311
2407	77	242852	30	0.0009186351706036745	0.00031706553785844875
2408	151	241798	30	0.001087547580206634	0.0006244882091663289
2409	96	242187	30	0.0013980681240467717	0.0003963879151234377
2410	70	240726	30	0.0009623095429029671	0.00029078703588312024
2411	87	237579	30	0.0009611687812379854	0.00036619398179131996
2412	167	227257	30	0.0016145603992367532	0.0007348508516789361
2413	111	240981	30	0.0011115227862171174	0.00046061722708429296
2414	97	240959	30	0.0010198878123406426	0.0004025581115459476
2415	100	241072	30	0.001049042748492001	0.0004148138315523993
2416	169	204727	26	0.0031379261161032664	0.0008254895543821772
2417	135	238853	30	0.0012868356710848024	0.0005652011906905084
2418	113	235988	30	0.0012202562538133007	0.00047883790701222094
2419	93	240611	30	0.0013189132155104195	0.0003865159946968343
2420	94	239798	30	0.0009619084263178145	0.0003919965971359227
2421	121	242190	30	0.0012814645308924484	0.0004996077459845575
2422	161	238917	30	0.0016442451420029896	0.0006738741906184993
2423	107	240401	30	0.0011901492264030028	0.00044508966268859114
2424	84	240044	30	0.0014089919303189446	0.0003499358450950659
2425	109	234808	30	0.0010672358591248667	0.00046420905590950905
2426	106	236425	30	0.0016126864668727322	0.0004483451411652744
2427	105	235724	30	0.0011679211004412147	0.00044543618808436987
2428	117	232075	30	0.0013531799729364006	0.0005041473661531832
2429	86	232323	30	0.0008796179944709727	0.0003701742832177615
2430	90	229888	30	0.001637331150225133	0.0003914949888641425
2431	148	232746	30	0.0012592192840438928	0.0006358863310218006
2432	84	227215	30	0.0008368200836820083	0.0003696939022511718
2433	125	232209	30	0.0010025062656641604	0.0005383081620436761
2434	104	231468	30	0.0011188463451019394	0.00044930616759120053
2435	101	232206	30	0.001080691642651297	0.00043495861433382425
2436	174	227773	30	0.002016868353502017	0.0007639184626799489
2437	110	225536	30	0.0012918704438497739	0.0004877270147559591
2438	58	223829	30	0.0009641873278236915	0.00025912638666124587
2439	133	221410	30	0.001328462304882099	0.0006006955422067658
2440	112	219394	30	0.0013248793413456988	0.0005104970965477634
2441	110	217645	30	0.0009854990848937068	0.0005054101863125732
2442	175	213469	30	0.0024495677233429395	0.0008197911640566078
2443	134	211283	30	0.0017278617710583153	0.0006342204531363148
2444	85	215333	30	0.0015793251974156497	0.00039473745315395223
2445	107	211302	30	0.001380738695201933	0.0005063842273144599
2446	65	215909	30	0.0008412197686645636	0.0003010527583380035
2447	57	211980	30	0.0008561643835616438	0.00026889329181998303
2448	102	212670	30	0.0011008669327095088	0.00047961630695443646
2449	92	208612	30	0.0014216661927779358	0.00044101010488370755
2450	145	213051	30	0.0013725789232880892	0.0006805882159670689
2451	74	212351	30	0.0009565455042361301	0.00034847963984158305
2452	530	206386	30	0.004509582863585118	0.002568003643658
2453	88	204582	30	0.0013717421124828531	0.0004301453695828568
2454	562	193092	30	0.005528255528255528	0.0029105296956891016
2455	98	196434	30	0.0010775862068965517	0.0004988953032570736
2456	867	192580	30	0.008900999091734786	0.0045020251324125035
2457	159	208043	30	0.0016277005031074283	0.0007642650798152305
2458	59	211305	30	0.0011074197120708748	0.0002792172452142637
2459	87	213934	30	0.0012168739859383451	0.00040666747688539455
2460	73	215186	30	0.0010043041606886656	0.00033924140046285537
2461	64	213575	30	0.0010902747492368076	0.0002996605407936322
2462	67	212935	30	0.000873035669743078	0.0003146500105666048
2463	69	207403	30	0.0010862818125387957	0.00033268564099844263
2464	161	194351	30	0.00176444640494045	0.0008283981044604864
2465	214	191195	30	0.0035111185420498244	0.0011192761316980047
2466	102	207799	30	0.0015388919977616117	0.0004908589550479069
2467	65	209565	30	0.0008806693086745927	0.000310166296853005
2468	79	208996	30	0.0012059089538739825	0.0003779976650270819
2469	87	202295	30	0.0010090817356205853	0.0004300650040782026
2470	77	205869	30	0.0007970509116269802	0.00037402425814474254
2471	83	194183	30	0.0014997000599880025	0.0004274318555177333
2472	71	194901	30	0.0011330527678860473	0.00036428751006921465
2473	95	167460	30	0.002254791431792559	0.0005672996536486325
2474	75	191560	30	0.0012119113573407201	0.0003915222384631447
2475	985	158487	30	0.008793208004851425	0.006215020790348735
2476	110	191573	30	0.0013880320789636028	0.0005741936494182375
2477	96	206378	30	0.0013759213759213758	0.00046516586070220663
2478	145	192607	30	0.0018781302170283807	0.0007528282980369353
2479	145	185374	30	0.001962066710268149	0.0007822024663652939
2480	57	199336	30	0.000799105002397315	0.00028594935184813583
2481	49	193539	30	0.0011432304425935	0.0002531789458455402
2482	71	175402	30	0.0040885860306643955	0.00040478443803377385
2483	61	168161	29	0.0011301259283177268	0.00036274760497380485
2484	81	184499	30	0.0008731717965509714	0.0004390267697927902
2485	78	185649	30	0.0013796030988008066	0.00042014769807540033
2486	130	146987	30	0.0022580645161290325	0.0008844319565675876
2487	5486	120837	30	0.2234527687296417	0.04540000165512219
2488	71	199783	30	0.0010393209769617184	0.00035538559336880515
2489	171	195171	30	0.0016813002054922473	0.0008761547565980601
2490	138	197547	30	0.0014827995255041518	0.0006985679357317499
2491	145	198527	30	0.0017401985873682056	0.0007303792431256202
2492	209	199051	30	0.0027663934426229507	0.001049982165374703
2493	146	198041	30	0.0024645717806531116	0.0007372210804833342
2494	106	195662	30	0.0012370113805047005	0.0005417505698602692
2495	71	192721	30	0.0010124019235636548	0.0003684082170598949
2496	89	196397	30	0.0013634592910011687	0.00045316374486371994
2497	91	197562	30	0.0009321595028482652	0.00046061489557708464
2498	71	199572	30	0.0009853834784036787	0.00035576132924458343
2499	92	200190	30	0.0010141987829614604	0.0004595634147559818
2500	99	198272	30	0.0010245901639344263	0.0004993140735958683
2501	96	199708	30	0.0012345679012345679	0.00048070182466400943
2502	114	202453	30	0.0013331111481419764	0.0005630936563054141
2503	86	204503	30	0.0014762326542663124	0.00042053172814090746
2504	72	205426	30	0.0010561520859003696	0.00035049117443751036
2505	68	204956	30	0.001059322033898305	0.0003317785280743184
2506	54	202855	30	0.0007195970256656273	0.00026619999507037045
2507	78	198780	30	0.0009238349414904537	0.00039239360096589195
2508	79	197896	30	0.0009211495946941784	0.0003991995795771516
2509	63	194429	30	0.0010052777079668257	0.0003240257369013882
2510	87	195084	30	0.0012478163214374844	0.00044596173955834407
2511	64	194745	30	0.0009411272613196695	0.00032863488151172046
2512	150	181011	30	0.0018020969855832242	0.0008286789200656313
2513	71	198557	30	0.0010670731707317074	0.0003575799392617737
2514	60	199627	30	0.00098405825624877	0.0003005605454172031
2515	138	198729	30	0.0023551577955723034	0.0006944129945805594
2516	77	203311	30	0.0012042389210019267	0.0003787301228167684
2517	133	201842	30	0.0015060240963855422	0.0006589312432496705
2518	75	205728	30	0.001718213058419244	0.00036455902939804013
2519	107	203706	30	0.0015145395799676898	0.0005252668060832769
2520	84	200856	30	0.0016809290953545232	0.0004182100609391803
2521	78	199142	30	0.001733531451213472	0.0003916803085235661
2522	149	198012	30	0.00135277318502931	0.0007524796476981193
2523	73	201512	30	0.0007624857033930614	0.00036226130453769504
2524	101	194398	30	0.001974156496769562	0.0005195526702949618
2525	75	200926	30	0.0010207553589656345	0.00037327175178921595
2526	94	200856	30	0.0011984249272384865	0.00046799697295574937
2527	65	199701	30	0.0010512088902237572	0.00032548660247069366
2528	131	197768	30	0.0015657620041753654	0.0006623922980461955
2529	62	191394	30	0.0012738853503184713	0.00032393909944930353
2530	64	195519	30	0.0014227280810955006	0.0003273339163968719
2531	81	196074	30	0.003787878787878788	0.0004131093362709997
2532	63	195730	30	0.0010143702451394759	0.0003218719664844429
2533	78	195247	30	0.0010739216037229282	0.000399493974299221
2534	93	193505	30	0.0011168192986374804	0.00048060773623420584
2535	68	189936	30	0.0008682439765574126	0.0003580153314800775
2536	55	191022	30	0.0009707690648258009	0.0002879249510527583
2537	112	187512	30	0.0011106175033318525	0.0005972951064465207
2538	85	188538	30	0.0010879025239338555	0.0004508374969502169
2539	108	180799	30	0.0018178512997636793	0.0005973484366617072
2540	92	189461	30	0.001222707423580786	0.0004855880629786605
2541	120	191146	30	0.0018978605935127675	0.0006277923681374446
2542	140	188281	30	0.002712673611111111	0.000743569452042426
2543	95	187858	30	0.00163826998689384	0.0005057011146717201
2544	82	186107	30	0.001352657004830918	0.0004406067477311439
2545	176	182403	30	0.002539829138767028	0.0009648964106949995
2546	123	181486	30	0.0018007878446820484	0.0006777382277420848
2547	107	180131	30	0.002459016393442623	0.0005940121356124154
2548	82	177853	30	0.001342732460557234	0.00046105491613860884
2549	79	176041	30	0.0010407030527289547	0.00044875909589243415
2550	71	172646	30	0.0017003188097768332	0.00041124613370712327
2551	75	172416	30	0.002208317997791682	0.0004349944320712695
2552	93	164921	30	0.001128158844765343	0.0005639063551639876
2553	67	164992	30	0.00128783000643915	0.0004060802948021722
2554	68	161020	30	0.0011001100110011	0.0004223077878524407
2555	68	165119	30	0.0010422094841063053	0.0004118241995167122
2556	65	162858	30	0.0015916325602546612	0.0003991207063822471
2557	61	164489	30	0.0012585400934915498	0.00037084546687012504
2558	55	162212	30	0.0011799410029498525	0.00033906246147017484
2559	51	161492	30	0.0013433637829124126	0.0003158051172813514
2560	54	165076	30	0.0010350181128169743	0.00032712205287261623
2561	50	165344	30	0.0007792207792207792	0.0003023998451712793
2562	50	167879	30	0.001098901098901099	0.0002978335586940594
2563	72	168959	30	0.0012492192379762648	0.00042613888576518565
2564	98	168610	30	0.0015071590052750565	0.0005812229405136113
2565	93	166453	30	0.0012905307307630263	0.000558716274263606
2566	113	167239	30	0.0021868166198063107	0.0006756797158557513
2567	161	166365	30	0.0018957345971563982	0.0009677516304511165
2568	188	166327	30	0.001828989483310471	0.0011303035586525338
2569	110	168692	30	0.0019850537132181222	0.0006520759727787921
2570	106	168367	30	0.0018285714285714285	0.0006295770548860525
2571	98	166588	30	0.002012310606060606	0.0005882776670588517
2572	87	164864	30	0.0017983455221196498	0.0005277076863354037
2573	66	165379	30	0.002412321395435146	0.0003990833177126479
2574	85	164416	30	0.0014194464158978	0.0005169813156870377
2575	100	158012	30	0.0023789294817332203	0.0006328633268359365
2576	95	159749	30	0.0013795481979651664	0.0005946829088132007
2577	72	162327	30	0.0016806722689075631	0.0004435491323070099
2578	59	164462	30	0.0011890606420927466	0.0003587454852792742
2579	70	164385	30	0.0012515644555694619	0.00042582960732426924
2580	67	163840	30	0.0014282313734825041	0.000408935546875
2581	69	164457	30	0.0010683760683760685	0.0004195625604261296
2582	61	164088	30	0.0014234875444839859	0.00037175174296718834
2583	59	166154	30	0.001509813789632612	0.00035509226380345943
2584	78	163548	30	0.001047851903597625	0.0004769242057377651
2585	133	161042	30	0.0017199017199017199	0.0008258715117795358
2586	174	160047	30	0.00301129234629862	0.0010871806406867982
2587	87	163244	30	0.002462447672986949	0.000532944549263679
2588	89	159903	30	0.0015325670498084292	0.0005565874311301226
2589	79	154691	30	0.0021804306350504225	0.0005106955155762133
2590	54	151693	30	0.0007673124880107424	0.00035598214815449623
2591	121	149376	30	0.0013990905911157748	0.0008100364181662383
2592	58	147744	30	0.0037578288100208767	0.000392570933506606
2593	49	143666	30	0.0008322929671244278	0.00034106886806899335
2594	527	133913	30	0.007839038411288215	0.003935390888113925
2595	51	141188	30	0.0008594757198109154	0.0003612205003258067
2596	71	143751	30	0.0013574046423238768	0.0004939096075853385
2597	54	142379	30	0.0009302325581395349	0.000379269414731105
2598	44	139388	30	0.0012850167052171678	0.0003156656240135449
2599	59	139063	30	0.0017618040873854828	0.00042426813746287653
2600	52	140122	30	0.002041858090862685	0.00037110517977191306
2601	54	142554	30	0.0017204301075268817	0.0003788038217096679
2602	65	141535	30	0.002134146341463415	0.00045925036210124707
2603	74	142720	30	0.0015202189115232593	0.0005184977578475337
2604	76	139985	30	0.0015833223380393193	0.0005429153123548951
2605	62	144391	30	0.0015060240963855422	0.0004293896433988268
2606	85	143494	30	0.0018192844147968466	0.0005923592624081844
2607	65	144017	30	0.0015082956259426848	0.0004513356062131554
2608	57	144886	30	0.0013157894736842105	0.00039341275209475035
2609	67	144843	30	0.002849002849002849	0.0004625698169742411
2610	71	145265	30	0.00148720999405116	0.0004887619178742298
2611	55	146364	30	0.0012600806451612903	0.0003757754639118909
2612	50	147651	30	0.0012552301255230125	0.0003386363790289263
2613	122	146697	30	0.0029218407596785976	0.0008316461822668493
2614	61	147268	30	0.001002757583354224	0.00041421082652035745
2615	91	147153	30	0.001601993592025632	0.0006184039740949896
2616	138	145810	30	0.002190923317683881	0.0009464371442287909
2617	67050	144320	30	0.6356577108246623	0.46459257206208426
2618	45	146412	30	0.0007861635220125787	0.0003073518564052127
2619	56	146567	30	0.0014245014245014246	0.000382077821064769
2620	32	148853	30	0.000814663951120163	0.0002149771922635083
2621	34	148222	30	0.00103132654376692	0.00022938565125285045
2622	46	146924	30	0.0008493771234428086	0.00031308703819661864
2623	110	143280	30	0.004316546762589928	0.0007677275265214964
2624	57	146711	30	0.0009871668311944718	0.0003885189249613185
2625	45	147231	30	0.0011795930404010617	0.00030564215416590255
2626	60	147422	30	0.0009107468123861566	0.00040699488543093976
2627	68	149386	30	0.0012676566461427019	0.00045519660476885386
2628	122	143467	29	0.002458512599877074	0.0008503697714456984
2629	47	150104	30	0.0008615738081562321	0.00031311623940734427
2630	41	150101	30	0.0010651517841292384	0.0002731494127287626
2631	81	149363	30	0.001513431706394249	0.0005423029799883505
2632	77	149984	30	0.002144388849177984	0.0005133880947301046
2633	67	150568	30	0.0011930326890956812	0.00044498166941182724
2634	71	150944	30	0.001095890410958904	0.00047037311850752595
2635	51	149940	30	0.0011464603038119805	0.0003401360544217687
2636	75	149504	30	0.0015723270440251573	0.0005016588184931507
2637	74	151860	30	0.0013935340022296545	0.00048729092585275913
2638	90	148813	30	0.001557026080186843	0.0006047858722020254
2639	91	150665	30	0.0014478764478764478	0.0006039889821790064
2640	75	152911	30	0.0014532243415077202	0.0004904813911360204
2641	77	152203	30	0.0012106537530266344	0.0005059033001977622
2642	116	155631	30	0.002043944813490036	0.0007453527896113243
2643	97	155691	30	0.0012655024044545685	0.0006230289483656731
2644	169	151138	30	0.00191131498470948	0.0011181833820746603
2645	65	153498	30	0.0014352818371607516	0.0004234582861014476
2646	45	152556	30	0.0010022550739163117	0.0002949736490206875
2647	77	154886	30	0.00186219739292365	0.0004971398318763477
2648	115	150660	30	0.005504261363636364	0.0007633081109783619
2649	55	155297	30	0.001047851903597625	0.00035416009324069366
2650	100	157719	30	0.001740860482467048	0.0006340390187612146
2651	69	158715	30	0.0018063583815028901	0.00043474151781495134
2652	57	160998	30	0.001134358457272498	0.0003540416651138523
2653	70	160679	30	0.0013981125480601187	0.0004356512051979412
2654	48	159691	30	0.0007883326763894363	0.0003005804960830604
2655	57	161199	30	0.0009342883836810962	0.0003536002084380176
2656	66	159538	30	0.0012550988390335738	0.00041369454299289196
2657	63	161611	30	0.0011467889908256881	0.0003898249500343417
2658	58	161624	30	0.001219884111009454	0.0003588575954066228
2659	52	165657	30	0.0011611704598235022	0.0003139016159896654
2660	66	166581	30	0.001953125	0.0003962036486754192
2661	54	165524	30	0.001078942636216508	0.00032623667866895435
2662	55	161117	30	0.0013658092419758707	0.0003413668327985253
2663	66	166419	30	0.001611047180667434	0.000396589331746976
2664	109	168083	30	0.0015862944162436548	0.0006484891392942772
2665	107	168815	30	0.0019074868860276585	0.0006338299321742736
2666	43	168255	30	0.0010843046896177825	0.0002555644705952275
2667	65	168375	30	0.001095290251916758	0.0003860430586488493
2668	60	167961	30	0.0007954394803128729	0.00035722578455712936
2669	49	165827	30	0.0015476453681185054	0.0002954886719291792
2670	65	165424	30	0.0013318534961154272	0.00039292968372182994
2671	55	160487	30	0.0007686395080707148	0.0003427068859159932
2672	66	160127	30	0.001838235294117647	0.0004121728378099883
2673	62	164356	30	0.0010001250156269534	0.0003772299155491737
2674	76	158596	30	0.0011893434823977164	0.00047920502408635776
2675	48	159692	30	0.0007822685788787483	0.0003005786138316259
2676	58	156926	30	0.001257071024512885	0.00036960095841351976
2677	60	158553	30	0.0010544352181362858	0.00037842235719286296
2678	49	159113	30	0.0014003150708909505	0.00030795723793781776
2679	64	160631	30	0.001151808339092375	0.00039842869682688893
2680	73	160103	30	0.0012066885019824168	0.00045595647801727635
2681	86	159875	30	0.0014094432699083862	0.0005379202501954653
2682	95	157440	30	0.001226993865030675	0.0006034044715447155
2683	75	162785	30	0.0013513513513513514	0.00046073041127868045
2684	84	161701	30	0.0022361359570661895	0.0005194773068812191
2685	91	161279	30	0.001564945226917058	0.0005642396096205953
2686	107	162240	30	0.0015357051446122344	0.0006595167652859961
2687	55	163304	30	0.000946073793755913	0.00033679517954244843
2688	54	164877	30	0.0012627857052658164	0.0003275168762168162
2689	93	165858	30	0.001915301127899553	0.0005607206164309228
2690	94	166185	30	0.0019011406844106464	0.0005656346842374462
2691	75	163982	30	0.001954821894005213	0.0004573672720176605
2692	81	169316	30	0.00185002466699556	0.0004783954263034799
2693	71	169068	30	0.001609935602575897	0.0004199493694844678
2694	92	169721	30	0.0015099223468507334	0.0005420660967116621
2695	140	170285	30	0.0016053346505309953	0.0008221510996270958
2696	86	170477	30	0.0010448107731599722	0.0005044668782299078
2697	81	175342	30	0.0010244735344336938	0.00046195435206624767
2698	158	178559	30	0.0022175536881419234	0.0008848615863664111
2699	259	182629	30	0.0041072447233314316	0.0014181756457079654
2700	126	186398	30	0.0015295197308045274	0.000675972918164358
2701	141	185407	30	0.004262253980193055	0.0007604890861725825
2702	189	182279	30	0.008393075712537158	0.0010368720477948639
2703	135	154692	30	0.004806641905178064	0.0008727018850360717
2704	55	152949	30	0.0012367054167697256	0.00035959698984628865
2705	110	159391	30	0.001701258931609391	0.0006901267951139023
2706	44	18633	4	0.0034992842373150947	0.002361401813985939
2707	73	163518	30	0.0011978438810141745	0.00044643403172739393
2708	156	163093	30	0.002742543709290367	0.0009565094761884324
2709	106	163371	30	0.001406717074028486	0.0006488299637022483
2710	113	166049	30	0.0020785699438786117	0.0006805220145860559
2711	81	168100	30	0.0012472715933894605	0.00048185603807257587
2712	83	164863	30	0.0013315579227696406	0.0005034483176940854
2713	111	162541	30	0.001654996817313813	0.0006829046209879354
2714	69	168089	30	0.0008835873647006848	0.00041049682013695124
2715	72	171461	30	0.0012293642430628731	0.0004199205650264492
2716	90	164427	30	0.0012610340479192938	0.0005473553613457644
2717	91	165415	30	0.0015677491601343784	0.0005501314874709066
2718	119	164303	30	0.001511144692104269	0.0007242716201164921
2719	107	165175	30	0.001458670988654781	0.0006477977902224913
2720	86	162455	30	0.0011545677586953383	0.0005293773660398264
2721	80	166828	30	0.0011942675159235668	0.0004795358093365622
2722	67	161514	30	0.001038961038961039	0.00041482472107681067
2723	85	168184	30	0.005521593374087951	0.0005053988488797983
2724	84	160085	30	0.0012613875262789068	0.0005247212418402723
2725	74	159436	30	0.0013326669998334167	0.0004641360796808751
2726	77	160068	30	0.0013183915622940012	0.0004810455556388535
2727	63	163773	30	0.0009168003667201467	0.0003846787932076716
2728	76	163933	30	0.0012360939431396785	0.0004636040333550902
2729	90	153666	30	0.0016753536857781086	0.0005856858381164344
2730	63	151817	30	0.0013966480446927375	0.0004149732902112412
2731	110	159126	30	0.0015900549291702805	0.0006912760956726117
2732	55	159538	30	0.0007618080243778568	0.00034474545249407664
2733	62	161367	30	0.000772499034376207	0.0003842173430751021
2734	92	149337	30	0.0010673985971332723	0.0006160563021890088
