region	pos	depth_indel_reads	depth_clean_reads	alt_from_indel_reads	alt_from_clean_reads	run_accession	tissue
poly_c_hvs1	16181	14	2190	0	1	ERR188409	lcl
poly_c_hvs1	16182	14	2093	0	2	ERR188409	lcl
poly_c_hvs1	16183	12	1762	0	3	ERR188409	lcl
poly_c_hvs1	16184	12	2181	0	1	ERR188409	lcl
poly_c_hvs1	16185	10	2053	0	0	ERR188409	lcl
poly_c_hvs1	16186	8	2005	0	2	ERR188409	lcl
poly_c_hvs1	16187	8	1429	1	23	ERR188409	lcl
poly_c_hvs1	16188	9	1921	0	0	ERR188409	lcl
poly_c_hvs1	16189	9	1964	0	3	ERR188409	lcl
poly_c_hvs1	16190	9	2164	0	0	ERR188409	lcl
poly_c_hvs1	16191	9	2271	0	1	ERR188409	lcl
poly_c_hvs1	16192	9	2260	0	2	ERR188409	lcl
poly_c_hvs1	16193	8	2266	0	0	ERR188409	lcl
poly_c_hvs1	16194	8	2248	0	7	ERR188409	lcl
poly_c_hvs1	16195	9	2229	0	2	ERR188409	lcl
rnr2_control	2000	11	7815	0	1	ERR188409	lcl
rnr2_control	2001	11	7284	0	6	ERR188409	lcl
rnr2_control	2002	12	7169	0	2	ERR188409	lcl
rnr2_control	2003	12	7286	0	12	ERR188409	lcl
rnr2_control	2004	12	7448	0	1	ERR188409	lcl
rnr2_control	2005	11	7220	0	1	ERR188409	lcl
rnr2_control	2006	11	7305	0	1	ERR188409	lcl
rnr2_control	2007	11	7199	0	20	ERR188409	lcl
rnr2_control	2008	10	7149	0	3	ERR188409	lcl
rnr2_control	2009	10	7031	0	4	ERR188409	lcl
rnr2_control	2010	9	6388	0	1	ERR188409	lcl
rnr2_control	2011	8	6418	0	1	ERR188409	lcl
rnr2_control	2012	6	5993	0	2	ERR188409	lcl
rnr2_control	2013	7	6043	0	4	ERR188409	lcl
rnr2_control	2014	7	6079	0	2	ERR188409	lcl
rnr2_control	2015	5	6558	0	4	ERR188409	lcl
co1_control	6000	8	6155	0	4	ERR188409	lcl
co1_control	6001	7	5869	0	1	ERR188409	lcl
co1_control	6002	7	5327	0	1	ERR188409	lcl
co1_control	6003	6	5076	0	2	ERR188409	lcl
co1_control	6004	5	5284	0	0	ERR188409	lcl
co1_control	6005	5	3293	0	0	ERR188409	lcl
co1_control	6006	4	3104	0	0	ERR188409	lcl
co1_control	6007	2	3058	0	3	ERR188409	lcl
co1_control	6008	1	2949	0	0	ERR188409	lcl
co1_control	6009	2	2858	0	0	ERR188409	lcl
co1_control	6010	2	3314	0	7	ERR188409	lcl
co1_control	6011	2	3437	0	2	ERR188409	lcl
co1_control	6012	2	3537	0	2	ERR188409	lcl
co1_control	6013	2	3725	0	0	ERR188409	lcl
co1_control	6014	1	3208	0	2	ERR188409	lcl
co1_control	6015	3	3929	0	4	ERR188409	lcl
poly_c_hvs2	303	196	434	0	0	ERR188331	lcl
poly_c_hvs2	304	190	380	0	0	ERR188331	lcl
poly_c_hvs2	305	196	374	0	0	ERR188331	lcl
poly_c_hvs2	306	189	389	0	0	ERR188331	lcl
poly_c_hvs2	307	190	384	0	0	ERR188331	lcl
poly_c_hvs2	308	192	369	0	1	ERR188331	lcl
poly_c_hvs2	309	215	292	2	20	ERR188331	lcl
poly_c_hvs2	310	193	338	1	1	ERR188331	lcl
poly_c_hvs2	311	196	342	0	1	ERR188331	lcl
poly_c_hvs2	312	201	316	0	15	ERR188331	lcl
poly_c_hvs2	313	194	353	0	0	ERR188331	lcl
poly_c_hvs2	314	196	362	0	0	ERR188331	lcl
poly_c_hvs2	315	196	363	0	0	ERR188331	lcl
poly_c_hvs1	16180	3	1128	0	0	ERR188331	lcl
poly_c_hvs1	16181	3	1168	0	0	ERR188331	lcl
poly_c_hvs1	16182	3	1146	0	0	ERR188331	lcl
poly_c_hvs1	16183	3	1065	0	2	ERR188331	lcl
poly_c_hvs1	16184	3	1188	0	1	ERR188331	lcl
poly_c_hvs1	16185	2	1067	0	2	ERR188331	lcl
poly_c_hvs1	16186	2	1078	0	1	ERR188331	lcl
poly_c_hvs1	16187	2	1075	0	0	ERR188331	lcl
poly_c_hvs1	16188	2	1063	0	0	ERR188331	lcl
poly_c_hvs1	16189	2	980	0	2	ERR188331	lcl
poly_c_hvs1	16190	2	1040	0	0	ERR188331	lcl
poly_c_hvs1	16191	2	1044	0	0	ERR188331	lcl
poly_c_hvs1	16192	2	1037	0	1	ERR188331	lcl
poly_c_hvs1	16193	2	1038	0	0	ERR188331	lcl
poly_c_hvs1	16194	2	1022	0	0	ERR188331	lcl
poly_c_hvs1	16195	2	1007	0	0	ERR188331	lcl
rnr2_control	2000	16	7534	0	2	ERR188331	lcl
rnr2_control	2001	10	6698	0	3	ERR188331	lcl
rnr2_control	2002	9	6594	0	0	ERR188331	lcl
rnr2_control	2003	11	6456	0	0	ERR188331	lcl
rnr2_control	2004	10	6710	0	1	ERR188331	lcl
rnr2_control	2005	10	6557	0	1	ERR188331	lcl
rnr2_control	2006	11	6800	0	6	ERR188331	lcl
rnr2_control	2007	10	6688	0	5	ERR188331	lcl
rnr2_control	2008	11	6621	0	1	ERR188331	lcl
rnr2_control	2009	10	6693	0	3	ERR188331	lcl
rnr2_control	2010	9	6248	0	1	ERR188331	lcl
rnr2_control	2011	11	6317	0	1	ERR188331	lcl
rnr2_control	2012	10	6112	0	0	ERR188331	lcl
rnr2_control	2013	10	6187	0	1	ERR188331	lcl
rnr2_control	2014	9	6197	0	4	ERR188331	lcl
rnr2_control	2015	9	6478	0	2	ERR188331	lcl
co1_control	6000	4	6030	0	4	ERR188331	lcl
co1_control	6001	4	5838	0	0	ERR188331	lcl
co1_control	6002	3	5464	0	1	ERR188331	lcl
co1_control	6003	3	5443	0	1	ERR188331	lcl
co1_control	6004	4	3529	0	1	ERR188331	lcl
co1_control	6005	4	3501	0	0	ERR188331	lcl
co1_control	6006	3	3528	0	0	ERR188331	lcl
co1_control	6007	3	2962	0	0	ERR188331	lcl
co1_control	6008	3	2799	0	1	ERR188331	lcl
co1_control	6009	3	2933	0	0	ERR188331	lcl
co1_control	6010	3	2920	0	0	ERR188331	lcl
co1_control	6011	3	2844	0	1	ERR188331	lcl
co1_control	6012	4	2622	0	0	ERR188331	lcl
co1_control	6013	3	2690	0	0	ERR188331	lcl
co1_control	6014	2	1628	0	3	ERR188331	lcl
co1_control	6015	2	1713	0	0	ERR188331	lcl
poly_c_hvs2	303	2805	1461	24	25	ERR188351	lcl
poly_c_hvs2	304	2789	1323	0	3	ERR188351	lcl
poly_c_hvs2	305	2784	1368	1	0	ERR188351	lcl
poly_c_hvs2	306	2654	1615	1	0	ERR188351	lcl
poly_c_hvs2	307	2663	1575	0	2	ERR188351	lcl
poly_c_hvs2	308	2661	1503	0	0	ERR188351	lcl
poly_c_hvs2	309	2809	1053	23	144	ERR188351	lcl
poly_c_hvs2	310	2019	1389	59	863	ERR188351	lcl
poly_c_hvs2	311	2649	1575	1	0	ERR188351	lcl
poly_c_hvs2	312	2607	1711	0	0	ERR188351	lcl
poly_c_hvs2	313	2561	1782	0	0	ERR188351	lcl
poly_c_hvs2	314	2630	1677	0	0	ERR188351	lcl
poly_c_hvs2	315	2621	1673	0	1	ERR188351	lcl
poly_c_hvs1	16180	31	3563	0	3	ERR188351	lcl
poly_c_hvs1	16181	25	3684	0	2	ERR188351	lcl
poly_c_hvs1	16182	25	3614	0	3	ERR188351	lcl
poly_c_hvs1	16183	25	3410	1	6	ERR188351	lcl
poly_c_hvs1	16184	26	3650	0	2	ERR188351	lcl
poly_c_hvs1	16185	25	3531	0	1	ERR188351	lcl
poly_c_hvs1	16186	25	3556	0	4	ERR188351	lcl
poly_c_hvs1	16187	25	3625	0	6	ERR188351	lcl
poly_c_hvs1	16188	25	3596	0	2	ERR188351	lcl
poly_c_hvs1	16189	25	3435	0	5	ERR188351	lcl
poly_c_hvs1	16190	25	3512	0	3	ERR188351	lcl
poly_c_hvs1	16191	25	3556	0	3	ERR188351	lcl
poly_c_hvs1	16192	25	3526	0	1	ERR188351	lcl
poly_c_hvs1	16193	25	3541	0	2	ERR188351	lcl
poly_c_hvs1	16194	24	3556	0	2	ERR188351	lcl
poly_c_hvs1	16195	23	3505	0	2	ERR188351	lcl
rnr2_control	2000	34	7829	0	7	ERR188351	lcl
rnr2_control	2001	30	6618	0	6	ERR188351	lcl
rnr2_control	2002	25	6389	0	10	ERR188351	lcl
rnr2_control	2003	27	6197	0	12	ERR188351	lcl
rnr2_control	2004	29	7400	0	6	ERR188351	lcl
rnr2_control	2005	29	7137	0	4	ERR188351	lcl
rnr2_control	2006	27	7208	0	4	ERR188351	lcl
rnr2_control	2007	27	7003	0	31	ERR188351	lcl
rnr2_control	2008	27	6776	0	7	ERR188351	lcl
rnr2_control	2009	25	6580	0	11	ERR188351	lcl
rnr2_control	2010	20	5563	0	5	ERR188351	lcl
rnr2_control	2011	20	5422	0	6	ERR188351	lcl
rnr2_control	2012	19	4936	0	4	ERR188351	lcl
rnr2_control	2013	19	4885	0	3	ERR188351	lcl
rnr2_control	2014	18	4812	0	0	ERR188351	lcl
rnr2_control	2015	19	5080	0	2	ERR188351	lcl
co1_control	6000	14	6308	0	2	ERR188351	lcl
co1_control	6001	13	5612	0	2	ERR188351	lcl
co1_control	6002	13	4868	0	1	ERR188351	lcl
co1_control	6003	10	4851	0	0	ERR188351	lcl
co1_control	6004	8	2061	0	2	ERR188351	lcl
co1_control	6005	6	2490	0	0	ERR188351	lcl
co1_control	6006	6	2603	0	2	ERR188351	lcl
co1_control	6007	6	2498	0	1	ERR188351	lcl
co1_control	6008	5	3147	0	2	ERR188351	lcl
co1_control	6009	6	3362	0	2	ERR188351	lcl
co1_control	6010	5	3616	0	9	ERR188351	lcl
co1_control	6011	5	3982	0	3	ERR188351	lcl
co1_control	6012	6	4344	0	3	ERR188351	lcl
co1_control	6013	6	4552	0	1	ERR188351	lcl
co1_control	6014	6	4114	0	2	ERR188351	lcl
co1_control	6015	6	4793	0	5	ERR188351	lcl
poly_c_hvs2	303	1084	1400	0	14	ERR188414	lcl
poly_c_hvs2	304	1060	1326	0	1	ERR188414	lcl
poly_c_hvs2	305	976	1451	0	2	ERR188414	lcl
poly_c_hvs2	306	965	1459	0	0	ERR188414	lcl
poly_c_hvs2	307	968	1445	0	2	ERR188414	lcl
poly_c_hvs2	308	961	1404	0	0	ERR188414	lcl
poly_c_hvs2	309	1257	885	13	73	ERR188414	lcl
poly_c_hvs2	310	941	1330	5	4	ERR188414	lcl
poly_c_hvs2	311	936	1403	0	3	ERR188414	lcl
poly_c_hvs2	312	944	1361	4	75	ERR188414	lcl
poly_c_hvs2	313	922	1412	1	6	ERR188414	lcl
poly_c_hvs2	314	913	1451	1	1	ERR188414	lcl
poly_c_hvs2	315	915	1423	0	1	ERR188414	lcl
poly_c_hvs1	16180	26	699	0	0	ERR188414	lcl
poly_c_hvs1	16181	28	696	0	0	ERR188414	lcl
poly_c_hvs1	16182	27	663	1	3	ERR188414	lcl
poly_c_hvs1	16183	28	524	4	18	ERR188414	lcl
poly_c_hvs1	16184	29	623	0	2	ERR188414	lcl
poly_c_hvs1	16185	29	635	0	1	ERR188414	lcl
poly_c_hvs1	16186	29	631	0	1	ERR188414	lcl
poly_c_hvs1	16187	29	619	0	1	ERR188414	lcl
poly_c_hvs1	16188	29	578	0	1	ERR188414	lcl
poly_c_hvs1	16189	28	292	0	5	ERR188414	lcl
poly_c_hvs1	16190	29	322	0	0	ERR188414	lcl
poly_c_hvs1	16191	29	368	0	0	ERR188414	lcl
poly_c_hvs1	16192	28	369	0	0	ERR188414	lcl
poly_c_hvs1	16193	21	371	0	0	ERR188414	lcl
poly_c_hvs1	16194	18	664	0	1	ERR188414	lcl
poly_c_hvs1	16195	19	669	0	0	ERR188414	lcl
rnr2_control	2000	18	7920	0	1	ERR188414	lcl
rnr2_control	2001	15	7317	0	2	ERR188414	lcl
rnr2_control	2002	16	7245	0	1	ERR188414	lcl
rnr2_control	2003	16	7482	1	6	ERR188414	lcl
rnr2_control	2004	18	7578	0	3	ERR188414	lcl
rnr2_control	2005	16	7406	0	2	ERR188414	lcl
rnr2_control	2006	16	7393	0	3	ERR188414	lcl
rnr2_control	2007	15	7303	0	18	ERR188414	lcl
rnr2_control	2008	14	7243	0	0	ERR188414	lcl
rnr2_control	2009	12	7014	0	3	ERR188414	lcl
rnr2_control	2010	13	6641	0	2	ERR188414	lcl
rnr2_control	2011	15	6572	0	1	ERR188414	lcl
rnr2_control	2012	15	6090	0	1	ERR188414	lcl
rnr2_control	2013	15	6090	0	2	ERR188414	lcl
rnr2_control	2014	15	6066	0	3	ERR188414	lcl
rnr2_control	2015	15	6306	0	1	ERR188414	lcl
co1_control	6000	9	6587	0	2	ERR188414	lcl
co1_control	6001	8	6382	0	2	ERR188414	lcl
co1_control	6002	6	5773	0	1	ERR188414	lcl
co1_control	6003	6	5441	0	0	ERR188414	lcl
co1_control	6004	4	5576	0	0	ERR188414	lcl
co1_control	6005	4	2995	0	0	ERR188414	lcl
co1_control	6006	2	2682	0	2	ERR188414	lcl
co1_control	6007	1	2574	0	2	ERR188414	lcl
co1_control	6008	2	2313	0	1	ERR188414	lcl
co1_control	6009	2	2557	0	0	ERR188414	lcl
co1_control	6010	2	3047	0	0	ERR188414	lcl
co1_control	6011	2	3179	0	1	ERR188414	lcl
co1_control	6012	2	3268	0	2	ERR188414	lcl
co1_control	6013	2	3515	0	1	ERR188414	lcl
co1_control	6014	1	2804	0	1	ERR188414	lcl
co1_control	6015	2	3727	0	0	ERR188414	lcl
poly_c_hvs2	303	492	796	0	9	ERR188043	lcl
poly_c_hvs2	304	491	723	0	0	ERR188043	lcl
poly_c_hvs2	305	460	793	0	0	ERR188043	lcl
poly_c_hvs2	306	453	794	0	2	ERR188043	lcl
poly_c_hvs2	307	447	781	0	2	ERR188043	lcl
poly_c_hvs2	308	450	749	0	0	ERR188043	lcl
poly_c_hvs2	309	538	528	7	76	ERR188043	lcl
poly_c_hvs2	310	437	674	5	3	ERR188043	lcl
poly_c_hvs2	311	441	730	1	10	ERR188043	lcl
poly_c_hvs2	312	448	703	2	45	ERR188043	lcl
poly_c_hvs2	313	440	755	0	3	ERR188043	lcl
poly_c_hvs2	314	439	799	0	0	ERR188043	lcl
poly_c_hvs2	315	443	799	0	0	ERR188043	lcl
poly_c_hvs1	16180	55	1155	0	0	ERR188043	lcl
poly_c_hvs1	16181	59	1180	0	0	ERR188043	lcl
poly_c_hvs1	16182	63	1087	0	1	ERR188043	lcl
poly_c_hvs1	16183	45	966	7	242	ERR188043	lcl
poly_c_hvs1	16184	63	1152	0	2	ERR188043	lcl
poly_c_hvs1	16185	64	1104	0	0	ERR188043	lcl
poly_c_hvs1	16186	65	1109	0	1	ERR188043	lcl
poly_c_hvs1	16187	66	1115	0	2	ERR188043	lcl
poly_c_hvs1	16188	66	1055	0	0	ERR188043	lcl
poly_c_hvs1	16189	67	895	3	3	ERR188043	lcl
poly_c_hvs1	16190	67	928	0	0	ERR188043	lcl
poly_c_hvs1	16191	66	978	0	1	ERR188043	lcl
poly_c_hvs1	16192	66	948	0	0	ERR188043	lcl
poly_c_hvs1	16193	62	891	0	0	ERR188043	lcl
poly_c_hvs1	16194	59	971	0	1	ERR188043	lcl
poly_c_hvs1	16195	58	967	0	0	ERR188043	lcl
rnr2_control	2000	25	7918	0	1	ERR188043	lcl
rnr2_control	2001	22	7136	0	2	ERR188043	lcl
rnr2_control	2002	21	7114	0	9	ERR188043	lcl
rnr2_control	2003	17	7358	2	6	ERR188043	lcl
rnr2_control	2004	20	7538	0	2	ERR188043	lcl
rnr2_control	2005	21	7190	0	1	ERR188043	lcl
rnr2_control	2006	19	7168	0	0	ERR188043	lcl
rnr2_control	2007	18	7041	0	36	ERR188043	lcl
rnr2_control	2008	19	7014	0	2	ERR188043	lcl
rnr2_control	2009	17	6815	0	4	ERR188043	lcl
rnr2_control	2010	15	5954	0	8	ERR188043	lcl
rnr2_control	2011	16	5856	0	1	ERR188043	lcl
rnr2_control	2012	14	5258	0	2	ERR188043	lcl
rnr2_control	2013	14	5337	0	2	ERR188043	lcl
rnr2_control	2014	14	5346	0	1	ERR188043	lcl
rnr2_control	2015	15	5964	0	3	ERR188043	lcl
co1_control	6000	8	6272	0	5	ERR188043	lcl
co1_control	6001	7	5911	0	0	ERR188043	lcl
co1_control	6002	7	5152	0	0	ERR188043	lcl
co1_control	6003	7	5172	0	0	ERR188043	lcl
co1_control	6004	6	5652	0	0	ERR188043	lcl
co1_control	6005	6	2763	0	0	ERR188043	lcl
co1_control	6006	6	2982	0	3	ERR188043	lcl
co1_control	6007	2	3135	0	4	ERR188043	lcl
co1_control	6008	2	3735	0	0	ERR188043	lcl
co1_control	6009	2	4206	0	3	ERR188043	lcl
co1_control	6010	2	4936	0	3	ERR188043	lcl
co1_control	6011	2	5189	0	2	ERR188043	lcl
co1_control	6012	2	5318	0	1	ERR188043	lcl
co1_control	6013	2	5626	0	5	ERR188043	lcl
co1_control	6014	2	5127	0	3	ERR188043	lcl
co1_control	6015	2	6002	0	3	ERR188043	lcl
poly_c_hvs2	303	1014	828	0	7	ERR188158	lcl
poly_c_hvs2	304	1011	739	0	1	ERR188158	lcl
poly_c_hvs2	305	996	777	0	0	ERR188158	lcl
poly_c_hvs2	306	980	857	0	0	ERR188158	lcl
poly_c_hvs2	307	971	842	0	0	ERR188158	lcl
poly_c_hvs2	308	968	818	0	0	ERR188158	lcl
poly_c_hvs2	309	976	690	5	118	ERR188158	lcl
poly_c_hvs2	310	687	714	21	376	ERR188158	lcl
poly_c_hvs2	311	981	895	0	0	ERR188158	lcl
poly_c_hvs2	312	987	942	0	0	ERR188158	lcl
poly_c_hvs2	313	977	968	0	0	ERR188158	lcl
poly_c_hvs2	314	1008	907	0	0	ERR188158	lcl
poly_c_hvs2	315	1012	889	0	0	ERR188158	lcl
poly_c_hvs1	16180	41	1070	0	0	ERR188158	lcl
poly_c_hvs1	16181	45	1062	0	2	ERR188158	lcl
poly_c_hvs1	16182	45	985	0	3	ERR188158	lcl
poly_c_hvs1	16183	33	908	0	64	ERR188158	lcl
poly_c_hvs1	16184	45	955	0	6	ERR188158	lcl
poly_c_hvs1	16185	45	836	0	0	ERR188158	lcl
poly_c_hvs1	16186	46	842	0	0	ERR188158	lcl
poly_c_hvs1	16187	46	862	0	2	ERR188158	lcl
poly_c_hvs1	16188	47	793	0	0	ERR188158	lcl
poly_c_hvs1	16189	47	722	1	11	ERR188158	lcl
poly_c_hvs1	16190	47	759	0	0	ERR188158	lcl
poly_c_hvs1	16191	46	772	0	1	ERR188158	lcl
poly_c_hvs1	16192	47	748	0	0	ERR188158	lcl
poly_c_hvs1	16193	46	700	0	0	ERR188158	lcl
poly_c_hvs1	16194	44	722	0	0	ERR188158	lcl
poly_c_hvs1	16195	45	728	0	0	ERR188158	lcl
rnr2_control	2000	24	7783	0	8	ERR188158	lcl
rnr2_control	2001	18	6486	0	4	ERR188158	lcl
rnr2_control	2002	16	6444	0	10	ERR188158	lcl
rnr2_control	2003	22	6438	0	9	ERR188158	lcl
rnr2_control	2004	24	7263	0	7	ERR188158	lcl
rnr2_control	2005	24	6966	0	6	ERR188158	lcl
rnr2_control	2006	22	6942	0	9	ERR188158	lcl
rnr2_control	2007	22	6622	0	45	ERR188158	lcl
rnr2_control	2008	22	6447	0	5	ERR188158	lcl
rnr2_control	2009	21	6026	0	9	ERR188158	lcl
rnr2_control	2010	19	4881	0	0	ERR188158	lcl
rnr2_control	2011	18	4716	0	8	ERR188158	lcl
rnr2_control	2012	15	4158	0	1	ERR188158	lcl
rnr2_control	2013	16	4065	0	1	ERR188158	lcl
rnr2_control	2014	15	3953	0	1	ERR188158	lcl
rnr2_control	2015	19	4990	0	2	ERR188158	lcl
co1_control	6000	5	5940	0	4	ERR188158	lcl
co1_control	6001	4	5291	0	1	ERR188158	lcl
co1_control	6002	3	5034	0	2	ERR188158	lcl
co1_control	6003	2	4989	0	0	ERR188158	lcl
co1_control	6004	2	3916	0	0	ERR188158	lcl
co1_control	6005	4	3797	0	1	ERR188158	lcl
co1_control	6006	5	3792	0	0	ERR188158	lcl
co1_control	6007	4	3197	0	0	ERR188158	lcl
co1_control	6008	4	2929	0	1	ERR188158	lcl
co1_control	6009	3	3055	0	1	ERR188158	lcl
co1_control	6010	4	3162	0	0	ERR188158	lcl
co1_control	6011	4	3234	0	1	ERR188158	lcl
co1_control	6012	4	3032	0	2	ERR188158	lcl
co1_control	6013	5	3317	0	0	ERR188158	lcl
co1_control	6014	5	2920	0	1	ERR188158	lcl
co1_control	6015	5	3367	0	6	ERR188158	lcl
poly_c_hvs2	303	457	756	0	7	ERR188292	lcl
poly_c_hvs2	304	449	719	0	0	ERR188292	lcl
poly_c_hvs2	305	444	744	0	0	ERR188292	lcl
poly_c_hvs2	306	417	803	0	1	ERR188292	lcl
poly_c_hvs2	307	415	793	0	0	ERR188292	lcl
poly_c_hvs2	308	416	783	0	0	ERR188292	lcl
poly_c_hvs2	309	493	596	1	91	ERR188292	lcl
poly_c_hvs2	310	399	698	23	6	ERR188292	lcl
poly_c_hvs2	311	398	754	2	32	ERR188292	lcl
poly_c_hvs2	312	387	800	0	2	ERR188292	lcl
poly_c_hvs2	313	381	819	0	1	ERR188292	lcl
poly_c_hvs2	314	384	814	0	0	ERR188292	lcl
poly_c_hvs2	315	385	796	0	0	ERR188292	lcl
poly_c_hvs1	16180	13	613	0	2	ERR188292	lcl
poly_c_hvs1	16181	12	552	0	0	ERR188292	lcl
poly_c_hvs1	16182	12	346	8	2	ERR188292	lcl
poly_c_hvs1	16183	15	355	2	1	ERR188292	lcl
poly_c_hvs1	16184	16	368	0	0	ERR188292	lcl
poly_c_hvs1	16185	15	389	0	0	ERR188292	lcl
poly_c_hvs1	16186	16	415	0	0	ERR188292	lcl
poly_c_hvs1	16187	15	405	0	0	ERR188292	lcl
poly_c_hvs1	16188	14	367	0	1	ERR188292	lcl
poly_c_hvs1	16189	14	144	0	0	ERR188292	lcl
poly_c_hvs1	16190	14	164	0	1	ERR188292	lcl
poly_c_hvs1	16191	14	168	0	0	ERR188292	lcl
poly_c_hvs1	16192	14	162	0	1	ERR188292	lcl
poly_c_hvs1	16193	12	148	0	0	ERR188292	lcl
poly_c_hvs1	16194	14	744	0	0	ERR188292	lcl
poly_c_hvs1	16195	13	734	0	1	ERR188292	lcl
rnr2_control	2000	22	7818	0	6	ERR188292	lcl
rnr2_control	2001	21	7245	0	3	ERR188292	lcl
rnr2_control	2002	21	7139	0	5	ERR188292	lcl
rnr2_control	2003	22	7058	0	10	ERR188292	lcl
rnr2_control	2004	22	7493	0	2	ERR188292	lcl
rnr2_control	2005	19	7327	0	4	ERR188292	lcl
rnr2_control	2006	20	7394	0	5	ERR188292	lcl
rnr2_control	2007	21	7248	0	17	ERR188292	lcl
rnr2_control	2008	21	7134	0	7	ERR188292	lcl
rnr2_control	2009	17	6971	0	3	ERR188292	lcl
rnr2_control	2010	15	6298	0	13	ERR188292	lcl
rnr2_control	2011	15	6376	0	3	ERR188292	lcl
rnr2_control	2012	14	6106	0	2	ERR188292	lcl
rnr2_control	2013	15	6108	0	4	ERR188292	lcl
rnr2_control	2014	13	6050	0	2	ERR188292	lcl
rnr2_control	2015	14	6229	0	2	ERR188292	lcl
co1_control	6000	16	6205	0	2	ERR188292	lcl
co1_control	6001	16	5735	0	1	ERR188292	lcl
co1_control	6002	17	5392	0	2	ERR188292	lcl
co1_control	6003	17	5352	0	1	ERR188292	lcl
co1_control	6004	16	3642	0	0	ERR188292	lcl
co1_control	6005	12	3708	0	2	ERR188292	lcl
co1_control	6006	10	3724	0	0	ERR188292	lcl
co1_control	6007	10	3185	0	0	ERR188292	lcl
co1_control	6008	9	3060	0	4	ERR188292	lcl
co1_control	6009	7	3144	0	1	ERR188292	lcl
co1_control	6010	7	3168	0	2	ERR188292	lcl
co1_control	6011	7	3199	0	3	ERR188292	lcl
co1_control	6012	7	3013	0	1	ERR188292	lcl
co1_control	6013	7	3138	0	1	ERR188292	lcl
co1_control	6014	6	2177	0	1	ERR188292	lcl
co1_control	6015	5	2465	0	2	ERR188292	lcl
poly_c_hvs2	303	1928	798	13	20	ERR188394	lcl
poly_c_hvs2	304	1928	713	0	0	ERR188394	lcl
poly_c_hvs2	305	1905	748	0	2	ERR188394	lcl
poly_c_hvs2	306	1838	902	1	1	ERR188394	lcl
poly_c_hvs2	307	1838	870	0	3	ERR188394	lcl
poly_c_hvs2	308	1835	842	2	0	ERR188394	lcl
poly_c_hvs2	309	1923	572	15	109	ERR188394	lcl
poly_c_hvs2	310	1462	793	54	494	ERR188394	lcl
poly_c_hvs2	311	1811	896	0	4	ERR188394	lcl
poly_c_hvs2	312	1780	971	0	0	ERR188394	lcl
poly_c_hvs2	313	1754	1014	0	1	ERR188394	lcl
poly_c_hvs2	314	1788	973	0	0	ERR188394	lcl
poly_c_hvs2	315	1788	959	0	1	ERR188394	lcl
poly_c_hvs1	16180	11	1668	0	1	ERR188394	lcl
poly_c_hvs1	16181	9	1718	1	1	ERR188394	lcl
poly_c_hvs1	16182	10	1699	0	2	ERR188394	lcl
poly_c_hvs1	16183	8	1543	0	0	ERR188394	lcl
poly_c_hvs1	16184	9	1680	0	3	ERR188394	lcl
poly_c_hvs1	16185	9	1631	0	1	ERR188394	lcl
poly_c_hvs1	16186	9	1647	0	2	ERR188394	lcl
poly_c_hvs1	16187	9	1645	0	2	ERR188394	lcl
poly_c_hvs1	16188	9	1637	0	1	ERR188394	lcl
poly_c_hvs1	16189	9	1565	0	2	ERR188394	lcl
poly_c_hvs1	16190	9	1619	0	3	ERR188394	lcl
poly_c_hvs1	16191	9	1638	0	1	ERR188394	lcl
poly_c_hvs1	16192	9	1638	0	1	ERR188394	lcl
poly_c_hvs1	16193	9	1631	0	0	ERR188394	lcl
poly_c_hvs1	16194	8	1617	0	1	ERR188394	lcl
poly_c_hvs1	16195	7	1593	0	0	ERR188394	lcl
rnr2_control	2000	23	7750	0	3	ERR188394	lcl
rnr2_control	2001	22	7328	0	4	ERR188394	lcl
rnr2_control	2002	20	7271	0	4	ERR188394	lcl
rnr2_control	2003	20	7253	0	13	ERR188394	lcl
rnr2_control	2004	20	7526	0	4	ERR188394	lcl
rnr2_control	2005	18	7399	0	6	ERR188394	lcl
rnr2_control	2006	19	7461	0	2	ERR188394	lcl
rnr2_control	2007	17	7336	0	26	ERR188394	lcl
rnr2_control	2008	17	7271	0	1	ERR188394	lcl
rnr2_control	2009	17	7203	0	6	ERR188394	lcl
rnr2_control	2010	15	6634	0	5	ERR188394	lcl
rnr2_control	2011	16	6700	0	3	ERR188394	lcl
rnr2_control	2012	15	6418	0	5	ERR188394	lcl
rnr2_control	2013	15	6431	0	3	ERR188394	lcl
rnr2_control	2014	15	6405	0	4	ERR188394	lcl
rnr2_control	2015	15	6636	0	4	ERR188394	lcl
co1_control	6000	9	6148	0	0	ERR188394	lcl
co1_control	6001	8	5379	0	1	ERR188394	lcl
co1_control	6002	9	4878	0	0	ERR188394	lcl
co1_control	6003	7	4862	0	0	ERR188394	lcl
co1_control	6004	8	3117	0	0	ERR188394	lcl
co1_control	6005	7	3150	0	1	ERR188394	lcl
co1_control	6006	5	3200	0	1	ERR188394	lcl
co1_control	6007	5	2566	0	2	ERR188394	lcl
co1_control	6008	4	2362	0	3	ERR188394	lcl
co1_control	6009	3	2486	0	2	ERR188394	lcl
co1_control	6010	3	2558	0	2	ERR188394	lcl
co1_control	6011	3	2675	0	1	ERR188394	lcl
co1_control	6012	3	2871	0	0	ERR188394	lcl
co1_control	6013	4	3031	0	0	ERR188394	lcl
co1_control	6014	3	2890	0	1	ERR188394	lcl
