tissue	pos	primary	shifted
lcl	6728	33768.63333333333	33759.0
lcl	6729	33519.03333333333	33509.4
lcl	6730	32524.266666666666	32514.433333333334
lcl	6731	32375.866666666665	32365.333333333332
lcl	6732	32384.966666666667	32374.4
lcl	6733	31619.266666666666	31608.266666666666
lcl	6734	31612.366666666665	31600.8
lcl	6735	31639.366666666665	31626.933333333334
lcl	6736	32892.3	32878.9
lcl	6737	32920.433333333334	32908.066666666666
lcl	6738	32911.23333333333	32898.5
lcl	6739	33295.9	33282.63333333333
lcl	6740	32199.2	32184.766666666666
lcl	6741	31653.366666666665	31639.566666666666
lcl	6742	31238.4	31223.766666666666
lcl	6743	30687.066666666666	30672.3
lcl	6744	30633.866666666665	30619.033333333333
lcl	6745	30831.0	30816.133333333335
lcl	6746	31369.933333333334	31354.566666666666
lcl	6747	30796.766666666666	30781.466666666667
lcl	6748	30201.866666666665	30186.566666666666
lcl	6749	30141.2	30125.8
lcl	6750	30027.533333333333	30012.3
lcl	6751	30474.0	30458.633333333335
lcl	6752	31192.433333333334	31176.433333333334
lcl	6753	30776.8	30760.5
lcl	6754	30474.166666666668	30457.2
lcl	6755	30353.466666666667	30336.433333333334
lcl	6756	30087.7	30069.733333333334
lcl	6757	30240.366666666665	30223.566666666666
lcl	6758	30227.933333333334	30211.866666666665
lcl	6759	30185.933333333334	30170.033333333333
lcl	6760	30165.233333333334	30149.6
lcl	6761	30075.033333333333	30059.466666666667
lcl	6762	29776.466666666667	29760.533333333333
lcl	6763	29587.9	29572.1
lcl	6764	29728.833333333332	29713.166666666668
lcl	6765	29456.833333333332	29441.0
lcl	6766	30080.533333333333	30064.2
lcl	6767	29229.566666666666	29213.8
lcl	6768	29193.433333333334	29177.7
lcl	6769	28403.9	28388.833333333332
lcl	6770	27651.2	27636.8
lcl	6771	27284.0	27270.166666666668
lcl	6772	26905.933333333334	26893.6
lcl	6773	27168.3	27155.466666666667
lcl	6774	27104.833333333332	27092.766666666666
lcl	6775	27217.033333333333	27204.133333333335
lcl	6776	27431.333333333332	27418.133333333335
lcl	6777	27454.0	27440.866666666665
lcl	6778	27342.7	27329.533333333333
lcl	6779	27601.733333333334	27588.333333333332
lcl	6780	27524.066666666666	27508.366666666665
lcl	6781	27752.966666666667	27737.4
lcl	6782	27529.133333333335	27513.766666666666
lcl	6783	27361.033333333333	27345.833333333332
lcl	6784	27292.166666666668	27276.766666666666
lcl	6785	26921.533333333333	26907.066666666666
lcl	6786	27098.166666666668	27083.4
lcl	6787	27530.533333333333	27515.433333333334
lcl	6788	27476.8	27461.433333333334
lcl	6789	27520.7	27505.166666666668
lcl	6790	27320.7	27304.8
lcl	6791	27146.4	27129.966666666667
lcl	6792	26808.566666666666	26792.266666666666
lcl	6793	26853.366666666665	26837.3
lcl	6794	26774.466666666667	26758.033333333333
lcl	6795	26858.2	26841.966666666667
lcl	6796	26888.4	26872.033333333333
lcl	6797	28322.3	28304.3
lcl	6798	27657.033333333333	27639.8
lcl	6799	27764.366666666665	27747.166666666668
lcl	6800	27912.166666666668	27894.666666666668
lcl	6801	27690.7	27673.8
lcl	6802	27475.266666666666	27458.533333333333
lcl	6803	28115.5	28096.866666666665
lcl	6804	28500.866666666665	28483.866666666665
lcl	6805	30298.433333333334	30279.366666666665
lcl	6806	30428.833333333332	30410.6
lcl	6807	31556.2	31535.966666666667
lcl	6808	31723.866666666665	31704.3
lcl	6809	31087.866666666665	31067.733333333334
lcl	6810	32384.3	32362.966666666667
lcl	6811	31227.4	31205.566666666666
lcl	6812	30978.133333333335	30955.7
lcl	6813	31338.433333333334	31315.666666666668
lcl	6814	32073.666666666668	32049.333333333332
lcl	6815	32326.533333333333	32299.766666666666
lcl	6816	32708.2	32680.8
lcl	6817	32695.1	32667.8
lcl	6818	32860.933333333334	32832.833333333336
lcl	6819	32174.233333333334	32146.2
lcl	6820	32205.833333333332	32176.466666666667
lcl	6821	31575.366666666665	31549.766666666666
lcl	6822	31554.7	31528.833333333332
lcl	6823	31739.466666666667	31712.5
lcl	6824	31884.166666666668	31856.8
lcl	6825	31716.733333333334	31689.6
lcl	6826	30782.033333333333	30754.766666666666
lcl	6827	29667.3	29641.0
lcl	6828	29829.8	29802.766666666666
lcl	6829	30270.833333333332	30242.9
lcl	6830	30404.333333333332	30378.266666666666
lcl	6831	30433.966666666667	30407.566666666666
lcl	6832	30670.433333333334	30643.833333333332
lcl	6833	30814.266666666666	30786.966666666667
lcl	6834	31131.6	31104.666666666668
lcl	6835	31178.7	31151.733333333334
lcl	6836	31839.733333333334	31812.533333333333
lcl	6837	32279.466666666667	32251.933333333334
lcl	6838	32780.666666666664	32752.3
lcl	6839	32977.76666666667	32949.63333333333
lcl	6840	33221.2	33192.9
lcl	6841	31996.266666666666	31968.333333333332
lcl	6842	31408.033333333333	31380.533333333333
lcl	6843	31148.6	31121.466666666667
lcl	6844	31024.0	30997.033333333333
lcl	6845	31052.9	31024.566666666666
lcl	6846	31293.866666666665	31265.733333333334
lcl	6847	31407.666666666668	31379.933333333334
lcl	6848	31055.466666666667	31028.233333333334
lcl	6849	30929.033333333333	30902.366666666665
lcl	6850	32138.6	32111.833333333332
lcl	6851	32671.0	32645.933333333334
lcl	6852	32644.833333333332	32620.4
lcl	6853	32749.766666666666	32725.666666666668
lcl	6854	32691.166666666668	32667.033333333333
lcl	6855	32776.63333333333	32752.833333333332
lcl	6856	32361.8	32339.466666666667
lcl	6857	32657.333333333332	32634.866666666665
lcl	6858	33253.1	33229.8
lcl	6859	33378.0	33355.333333333336
lcl	6860	33367.03333333333	33345.2
lcl	6861	33452.26666666667	33431.066666666666
lcl	6862	32932.76666666667	32913.333333333336
lcl	6863	34562.1	34540.833333333336
lcl	6864	35158.76666666667	35135.6
lcl	6865	35261.833333333336	35240.13333333333
lcl	6866	35236.63333333333	35216.53333333333
lcl	6867	35920.2	35900.23333333333
lcl	6868	36687.666666666664	36667.86666666667
lcl	6869	37451.7	37431.96666666667
lcl	6870	37870.46666666667	37850.566666666666
lcl	6871	38026.333333333336	38006.333333333336
lcl	6872	37151.76666666667	37132.1
lcl	6873	36963.6	36942.566666666666
lcl	6874	36921.7	36901.666666666664
lcl	6875	37227.933333333334	37206.333333333336
lcl	6876	37274.6	37252.1
lcl	6877	38482.833333333336	38457.86666666667
lcl	6878	37965.2	37940.666666666664
lcl	6879	36903.86666666667	36880.13333333333
lcl	6880	35645.2	35622.03333333333
lcl	6881	34654.833333333336	34634.6
lcl	6882	34105.23333333333	34083.73333333333
lcl	6883	33576.166666666664	33558.066666666666
lcl	6884	33562.76666666667	33544.3
lcl	6885	33733.433333333334	33714.26666666667
lcl	6886	33363.2	33344.26666666667
lcl	6887	33991.2	33972.066666666666
lcl	6888	33975.166666666664	33958.166666666664
lcl	6889	33392.333333333336	33376.36666666667
lcl	6890	33417.9	33401.9
lcl	6891	33502.566666666666	33486.26666666667
lcl	6892	34051.8	34035.8
lcl	6893	33776.433333333334	33761.13333333333
lcl	6894	34483.3	34466.8
lcl	6895	35159.0	35141.96666666667
lcl	6896	35300.86666666667	35283.6
lcl	6897	35557.63333333333	35541.8
lcl	6898	35612.0	35596.2
lcl	6899	35858.933333333334	35842.76666666667
lcl	6900	37396.36666666667	37378.333333333336
lcl	6901	37627.96666666667	37610.26666666667
lcl	6902	38163.333333333336	38146.066666666666
lcl	6903	38536.6	38519.2
lcl	6904	38476.566666666666	38460.53333333333
lcl	6905	39315.3	39298.6
lcl	6906	39517.933333333334	39500.566666666666
lcl	6907	40308.53333333333	40290.86666666667
lcl	6908	41121.2	41103.4
lcl	6909	42593.066666666666	42573.86666666667
lcl	6910	43240.166666666664	43219.066666666666
lcl	6911	42780.23333333333	42759.566666666666
lcl	6912	42368.833333333336	42348.166666666664
lcl	6913	41655.566666666666	41635.4
lcl	6914	41494.066666666666	41473.73333333333
lcl	6915	41554.4	41534.066666666666
lcl	6916	41361.4	41342.566666666666
lcl	6917	41456.4	41437.4
lcl	6918	41945.0	41923.9
lcl	6919	42453.26666666667	42429.03333333333
lcl	6920	43525.6	43501.5
lcl	6921	43393.5	43369.3
lcl	6922	43380.666666666664	43356.433333333334
lcl	6923	42959.666666666664	42935.433333333334
lcl	6924	43019.36666666667	42995.26666666667
lcl	6925	42221.86666666667	42197.23333333333
lcl	6926	41468.73333333333	41444.333333333336
lcl	6927	42886.6	42861.333333333336
lcl	6928	43287.066666666666	43261.63333333333
lcl	6929	43097.666666666664	43072.23333333333
lcl	6930	42817.0	42791.76666666667
lcl	6931	42795.46666666667	42771.0
lcl	6932	42885.2	42860.666666666664
lcl	6933	43213.7	43188.433333333334
lcl	6934	43226.3	43201.63333333333
lcl	6935	44339.96666666667	44315.63333333333
lcl	6936	45809.76666666667	45784.23333333333
lcl	6937	45624.53333333333	45598.96666666667
lcl	6938	45356.666666666664	45331.433333333334
lcl	6939	45132.76666666667	45106.833333333336
lcl	6940	45017.0	44991.63333333333
lcl	6941	44934.566666666666	44909.7
lcl	6942	44724.6	44699.0
lcl	6943	43924.53333333333	43896.566666666666
lcl	6944	43356.7	43329.53333333333
lcl	6945	42704.3	42677.63333333333
lcl	6946	42452.53333333333	42427.53333333333
lcl	6947	42230.36666666667	42205.36666666667
lcl	6948	42113.433333333334	42089.03333333333
lcl	6949	42305.166666666664	42280.666666666664
lcl	6950	41680.13333333333	41656.5
lcl	6951	41803.933333333334	41780.26666666667
lcl	6952	41964.73333333333	41940.96666666667
lcl	6953	41553.03333333333	41528.566666666666
lcl	6954	41556.73333333333	41532.066666666666
lcl	6955	41400.5	41376.26666666667
lcl	6956	41979.03333333333	41953.833333333336
lcl	6957	42999.2	42972.833333333336
lcl	6958	43318.03333333333	43291.1
lcl	6959	43696.333333333336	43668.73333333333
lcl	6960	43533.36666666667	43505.333333333336
lcl	6961	43217.333333333336	43189.23333333333
lcl	6962	43980.1	43951.53333333333
lcl	6963	45002.46666666667	44973.86666666667
lcl	6964	46399.9	46369.8
lcl	6965	46202.36666666667	46173.03333333333
lcl	6966	45516.76666666667	45487.13333333333
lcl	6967	45187.36666666667	45158.73333333333
lcl	6968	44945.333333333336	44916.4
lcl	6969	44006.3	43977.5
lcl	6970	43694.566666666666	43665.6
lcl	6971	43809.96666666667	43780.8
lcl	6972	43748.433333333334	43718.833333333336
lcl	6973	43583.96666666667	43554.333333333336
lcl	6974	43470.76666666667	43441.53333333333
lcl	6975	42328.73333333333	42299.46666666667
lcl	6976	41830.066666666666	41801.333333333336
lcl	6977	42439.933333333334	42409.76666666667
lcl	6978	42870.36666666667	42839.066666666666
lcl	6979	43139.566666666666	43107.96666666667
lcl	6980	42597.7	42564.7
lcl	6981	41956.4	41924.933333333334
lcl	6982	41427.73333333333	41397.666666666664
lcl	6983	41045.46666666667	41014.7
lcl	6984	38543.76666666667	38515.46666666667
lcl	6985	38299.7	38270.833333333336
lcl	6986	37937.1	37907.333333333336
lcl	6987	37531.1	37503.03333333333
lcl	6988	37364.833333333336	37336.7
lcl	6989	36848.23333333333	36821.36666666667
lcl	6990	36741.0	36713.76666666667
lcl	6991	37484.066666666666	37456.46666666667
lcl	6992	38717.23333333333	38689.53333333333
lcl	6993	40315.46666666667	40286.833333333336
lcl	6994	39500.8	39477.13333333333
lcl	6995	39043.9	39019.96666666667
lcl	6996	38593.566666666666	38570.26666666667
lcl	6997	38675.96666666667	38651.96666666667
lcl	6998	38829.1	38805.066666666666
lcl	6999	39103.8	39079.03333333333
lcl	7000	39019.53333333333	38994.833333333336
lcl	7001	38520.5	38495.933333333334
lcl	7002	38202.3	38177.566666666666
lcl	7003	37087.8	37063.3
lcl	7004	37069.23333333333	37043.666666666664
lcl	7005	37591.5	37566.0
lcl	7006	37840.76666666667	37816.7
lcl	7007	37924.566666666666	37900.13333333333
lcl	7008	37485.5	37461.333333333336
lcl	7009	36935.76666666667	36912.2
lcl	7010	37342.73333333333	37318.76666666667
lcl	7011	34855.166666666664	34832.166666666664
lcl	7012	34853.7	34830.166666666664
lcl	7013	34475.13333333333	34452.4
lcl	7014	33523.46666666667	33501.433333333334
lcl	7015	33213.1	33191.2
lcl	7016	34238.03333333333	34213.46666666667
lcl	7017	34014.26666666667	33991.53333333333
lcl	7018	33693.5	33671.1
lcl	7019	33557.066666666666	33534.76666666667
lcl	7020	34151.666666666664	34129.5
lcl	7021	34278.066666666666	34255.433333333334
lcl	7022	34491.833333333336	34470.73333333333
lcl	7023	34894.13333333333	34872.23333333333
lcl	7024	34358.03333333333	34336.53333333333
lcl	7025	34356.86666666667	34335.53333333333
lcl	7026	34446.3	34425.333333333336
lcl	7027	32870.933333333334	32850.566666666666
lcl	7028	32487.366666666665	32473.966666666667
lcl	7029	33752.433333333334	33736.76666666667
lcl	7030	33739.7	33723.96666666667
lcl	7031	34045.96666666667	34029.7
lcl	7032	33114.63333333333	33113.26666666667
lcl	7033	33124.0	33122.566666666666
lcl	7034	33129.26666666667	33128.2
lcl	7035	32453.433333333334	32451.6
lcl	7036	31938.5	31936.866666666665
lcl	7037	31774.733333333334	31772.4
lcl	7038	29058.033333333333	29047.7
lcl	7039	28203.433333333334	28191.066666666666
lcl	7040	27542.066666666666	27528.666666666668
lcl	7041	27870.833333333332	27857.666666666668
lcl	7042	27657.3	27644.3
lcl	7043	27833.066666666666	27820.233333333334
lcl	7044	28099.066666666666	28086.766666666666
lcl	7045	28654.366666666665	28641.333333333332
lcl	7046	28723.266666666666	28710.5
lcl	7047	28762.133333333335	28749.466666666667
lcl	7048	28672.366666666665	28659.633333333335
lcl	7049	28844.666666666668	28830.466666666667
lcl	7050	29043.966666666667	29031.6
lcl	7051	29724.166666666668	29711.5
lcl	7052	31186.366666666665	31172.533333333333
lcl	7053	30388.6	30374.933333333334
lcl	7054	29767.433333333334	29754.5
lcl	7055	29365.666666666668	29360.333333333332
lcl	7056	31812.9	31806.966666666667
lcl	7057	32059.6	32054.2
lcl	7058	31985.4	31976.833333333332
lcl	7059	32241.566666666666	32232.633333333335
lcl	7060	32048.033333333333	32037.533333333333
lcl	7061	32936.76666666667	32925.433333333334
lcl	7062	33060.03333333333	33046.066666666666
lcl	7063	33635.26666666667	33621.4
lcl	7064	34111.066666666666	34097.7
lcl	7065	34272.666666666664	34259.46666666667
lcl	7066	33618.8	33604.6
lcl	7067	33354.7	33340.433333333334
lcl	7068	30924.233333333334	30911.333333333332
lcl	7069	30779.366666666665	30766.5
lcl	7070	30694.133333333335	30681.7
lcl	7071	30677.4	30664.6
lcl	7072	30749.866666666665	30736.933333333334
lcl	7073	30916.233333333334	30902.866666666665
lcl	7074	31458.766666666666	31444.033333333333
lcl	7075	31238.966666666667	31225.033333333333
lcl	7076	31116.766666666666	31102.633333333335
lcl	7077	31006.2	30992.233333333334
lcl	7078	31738.133333333335	31724.3
lcl	7079	32666.966666666667	32652.366666666665
lcl	7080	32228.133333333335	32213.633333333335
lcl	7081	31828.0	31813.633333333335
lcl	7082	31798.666666666668	31784.233333333334
lcl	7083	31769.866666666665	31754.933333333334
lcl	7084	31811.5	31796.366666666665
lcl	7085	31403.533333333333	31388.7
lcl	7086	31802.466666666667	31787.466666666667
lcl	7087	32021.4	32006.266666666666
lcl	7088	33045.96666666667	33030.76666666667
lcl	7089	33296.6	33283.13333333333
lcl	7090	33826.066666666666	33812.63333333333
lcl	7091	33321.4	33309.9
lcl	7092	33005.23333333333	32991.63333333333
lcl	7093	33085.7	33072.4
lcl	7094	32999.86666666667	32986.7
lcl	7095	32564.866666666665	32550.866666666665
lcl	7096	32454.633333333335	32441.433333333334
lcl	7097	32388.633333333335	32375.233333333334
lcl	7098	32327.366666666665	32312.733333333334
lcl	7099	32421.366666666665	32406.833333333332
lcl	7100	33253.73333333333	33238.833333333336
lcl	7101	33234.6	33219.666666666664
lcl	7102	33159.23333333333	33143.566666666666
lcl	7103	33439.333333333336	33423.0
lcl	7104	33992.833333333336	33975.73333333333
lcl	7105	34891.066666666666	34873.566666666666
lcl	7106	35608.36666666667	35590.833333333336
lcl	7107	35477.63333333333	35460.7
lcl	7108	35304.73333333333	35287.76666666667
lcl	7109	35519.13333333333	35501.03333333333
lcl	7110	35728.933333333334	35710.76666666667
lcl	7111	36094.933333333334	36076.36666666667
lcl	7112	36168.833333333336	36149.76666666667
lcl	7113	36032.76666666667	36015.333333333336
lcl	7114	36191.8	36173.13333333333
lcl	7115	37312.76666666667	37293.066666666666
lcl	7116	38049.333333333336	38028.76666666667
lcl	7117	37846.3	37825.73333333333
lcl	7118	37746.566666666666	37726.1
lcl	7119	38102.833333333336	38081.833333333336
lcl	7120	37959.73333333333	37937.933333333334
lcl	7121	38448.4	38424.833333333336
lcl	7122	40215.36666666667	40192.666666666664
lcl	7123	40986.2	40961.433333333334
lcl	7124	41036.8	41012.7
lcl	7125	40813.6	40790.0
lcl	7126	40967.1	40942.8
lcl	7127	38869.433333333334	38853.9
lcl	7128	38598.333333333336	38582.3
lcl	7129	38433.666666666664	38417.23333333333
lcl	7130	38879.03333333333	38861.96666666667
lcl	7131	37158.96666666667	37143.36666666667
lcl	7132	39424.9	39405.46666666667
lcl	7133	39657.1	39637.5
lcl	7134	39644.86666666667	39622.933333333334
lcl	7135	39711.4	39690.03333333333
lcl	7136	39206.833333333336	39185.36666666667
lcl	7137	39113.0	39092.2
lcl	7138	38754.23333333333	38734.53333333333
lcl	7139	38384.333333333336	38364.2
lcl	7140	38846.333333333336	38825.6
lcl	7141	39717.166666666664	39692.36666666667
lcl	7142	40822.86666666667	40794.7
lcl	7143	40866.333333333336	40837.73333333333
lcl	7144	41131.333333333336	41102.6
lcl	7145	41341.2	41312.333333333336
lcl	7146	41025.23333333333	40996.13333333333
lcl	7147	41060.03333333333	41030.6
lcl	7148	40719.2	40692.13333333333
lcl	7149	40712.96666666667	40685.8
lcl	7150	40434.5	40407.4
lcl	7151	40595.63333333333	40568.4
lcl	7152	40709.46666666667	40682.1
lcl	7153	39918.13333333333	39890.86666666667
lcl	7154	39194.7	39167.8
lcl	7155	39413.76666666667	39386.76666666667
lcl	7156	39321.46666666667	39294.63333333333
lcl	7157	39349.46666666667	39322.76666666667
lcl	7158	39305.26666666667	39279.36666666667
lcl	7159	39393.36666666667	39367.566666666666
lcl	7160	40036.8	40010.76666666667
lcl	7161	40517.96666666667	40492.73333333333
lcl	7162	41389.13333333333	41364.7
lcl	7163	43540.833333333336	43515.433333333334
lcl	7164	44650.2	44624.86666666667
lcl	7165	44575.9	44551.3
lcl	7166	44660.76666666667	44634.46666666667
lcl	7167	44732.76666666667	44707.6
lcl	7168	45348.3	45324.433333333334
lcl	7169	46843.53333333333	46818.96666666667
lcl	7170	47375.933333333334	47350.8
lcl	7171	47624.333333333336	47599.23333333333
lcl	7172	47963.066666666666	47936.566666666666
lcl	7173	48078.96666666667	48054.3
lcl	7174	49143.2	49116.5
lcl	7175	48193.433333333334	48169.76666666667
lcl	7176	48437.0	48412.166666666664
lcl	7177	48130.0	48105.433333333334
lcl	7178	47931.7	47906.833333333336
lcl	7179	47254.8	47229.73333333333
lcl	7180	46713.7	46688.5
lcl	7181	46152.333333333336	46126.46666666667
lcl	7182	46051.76666666667	46025.73333333333
lcl	7183	45839.7	45814.0
lcl	7184	45417.23333333333	45391.76666666667
lcl	7185	45672.26666666667	45646.53333333333
lcl	7186	45998.333333333336	45972.96666666667
lcl	7187	46113.9	46087.96666666667
lcl	7188	46384.166666666664	46358.2
lcl	7189	46444.53333333333	46420.3
lcl	7190	46856.13333333333	46829.46666666667
lcl	7191	45964.066666666666	45939.36666666667
lcl	7192	45767.166666666664	45741.433333333334
lcl	7193	46187.566666666666	46161.86666666667
lcl	7194	46789.53333333333	46763.566666666666
lcl	7195	46210.2	46184.1
lcl	7196	45444.933333333334	45418.1
lcl	7197	44327.833333333336	44299.96666666667
lcl	7198	42970.63333333333	42942.833333333336
lcl	7199	42779.833333333336	42750.333333333336
lcl	7200	42749.333333333336	42720.23333333333
lcl	7201	42446.2	42416.566666666666
lcl	7202	42508.1	42478.03333333333
lcl	7203	42872.96666666667	42842.73333333333
lcl	7204	44354.566666666666	44322.8
lcl	7205	44938.0	44906.03333333333
lcl	7206	45439.3	45406.96666666667
lcl	7207	43243.46666666667	43212.833333333336
lcl	7208	42124.566666666666	42094.13333333333
lcl	7209	43027.4	42996.53333333333
lcl	7210	44487.1	44455.433333333334
lcl	7211	44597.96666666667	44566.1
lcl	7212	44749.2	44715.3
lcl	7213	46303.36666666667	46268.96666666667
lcl	7214	47167.26666666667	47132.4
lcl	7215	47779.933333333334	47744.833333333336
lcl	7216	46799.4	46765.03333333333
lcl	7217	45387.8	45354.566666666666
lcl	7218	45646.03333333333	45611.96666666667
lcl	7219	45414.26666666667	45381.3
lcl	7220	45216.96666666667	45183.666666666664
lcl	7221	45836.666666666664	45803.63333333333
lcl	7222	46879.53333333333	46846.13333333333
lcl	7223	47869.03333333333	47834.3
lcl	7224	47636.566666666666	47604.26666666667
lcl	7225	47983.933333333334	47951.333333333336
lcl	7226	48086.26666666667	48053.566666666666
lcl	7227	47828.833333333336	47796.933333333334
lcl	7228	47456.933333333334	47425.23333333333
lcl	7229	47316.23333333333	47284.433333333334
lcl	7230	46466.433333333334	46437.26666666667
lcl	7231	46429.566666666666	46400.6
lcl	7232	46730.36666666667	46700.066666666666
lcl	7233	46546.6	46518.8
lcl	7234	46917.96666666667	46889.96666666667
lcl	7235	46350.1	46322.73333333333
lcl	7236	45713.933333333334	45687.13333333333
lcl	7237	44112.46666666667	44086.833333333336
lcl	7238	42148.933333333334	42125.03333333333
lcl	7239	40302.86666666667	40278.53333333333
lcl	7240	39267.933333333334	39244.3
lcl	7241	39135.066666666666	39111.566666666666
lcl	7242	39049.7	39026.23333333333
lcl	7243	38777.13333333333	38754.03333333333
lcl	7244	37047.36666666667	37026.53333333333
lcl	7245	36782.46666666667	36763.6
lcl	7246	36718.4	36698.9
lcl	7247	36646.26666666667	36628.833333333336
lcl	7248	36939.066666666666	36923.1
lcl	7249	38304.26666666667	38288.0
lcl	7250	37806.333333333336	37790.9
lcl	7251	37726.8	37708.26666666667
lcl	7252	38812.566666666666	38794.1
lcl	7253	38928.63333333333	38909.566666666666
lcl	7254	38995.23333333333	38976.833333333336
lcl	7255	38790.7	38773.2
lcl	7256	38568.63333333333	38552.933333333334
lcl	7257	37812.933333333334	37801.73333333333
lcl	7258	37762.6	37751.53333333333
lcl	7259	37778.1	37767.066666666666
lcl	7260	37571.63333333333	37560.666666666664
lcl	7261	36369.53333333333	36359.23333333333
lcl	7262	36439.26666666667	36429.23333333333
lcl	7263	36247.9	36237.7
lcl	7264	35981.73333333333	35971.5
lcl	7265	35205.96666666667	35194.333333333336
lcl	7266	34571.933333333334	34560.166666666664
lcl	7267	34652.2	34640.36666666667
lcl	7268	34566.3	34554.46666666667
lcl	7269	33899.166666666664	33887.63333333333
lcl	7270	33567.26666666667	33555.933333333334
lcl	7271	33656.7	33645.13333333333
lcl	7272	34097.9	34085.9
lcl	7273	34376.5	34365.166666666664
lcl	7274	34498.76666666667	34488.13333333333
lcl	7275	34893.86666666667	34883.2
lcl	7276	35635.73333333333	35624.96666666667
lcl	7277	36001.333333333336	35990.6
lcl	7278	35701.3	35690.333333333336
lcl	7279	34894.7	34883.933333333334
lcl	7280	34611.3	34600.53333333333
lcl	7281	33642.96666666667	33632.73333333333
lcl	7282	33781.86666666667	33769.23333333333
lcl	7283	33797.46666666667	33785.666666666664
lcl	7284	33635.4	33624.833333333336
lcl	7285	32980.0	32969.63333333333
lcl	7286	32875.933333333334	32866.13333333333
lcl	7287	33608.666666666664	33597.566666666666
lcl	7288	32613.933333333334	32602.2
lcl	7289	31474.4	31462.233333333334
lcl	7290	30697.2	30684.666666666668
lcl	7291	30706.4	30693.4
lcl	7292	31065.4	31053.6
lcl	7293	30767.966666666667	30755.766666666666
lcl	7294	30532.166666666668	30520.6
lcl	7295	30300.0	30288.833333333332
lcl	7296	30266.266666666666	30255.6
lcl	7297	28834.7	28825.166666666668
lcl	7298	28253.766666666666	28243.166666666668
lcl	7299	27666.266666666666	27655.166666666668
lcl	7300	27341.933333333334	27330.733333333334
lcl	7301	27061.4	27051.033333333333
lcl	7302	26976.633333333335	26965.666666666668
lcl	7303	27070.633333333335	27060.0
lcl	7304	27119.6	27108.6
lcl	7305	27480.3	27469.333333333332
lcl	7306	27802.866666666665	27791.7
lcl	7307	27861.7	27850.266666666666
lcl	7308	28152.066666666666	28140.433333333334
lcl	7309	27768.2	27755.566666666666
lcl	7310	27828.033333333333	27815.433333333334
lcl	7311	27947.566666666666	27934.533333333333
lcl	7312	28185.166666666668	28172.233333333334
lcl	7313	29039.8	29026.6
lcl	7314	28862.4	28848.8
lcl	7315	28816.266666666666	28802.533333333333
lcl	7316	28857.5	28843.733333333334
lcl	7317	29084.5	29070.566666666666
lcl	7318	29295.8	29280.433333333334
lcl	7319	29264.466666666667	29249.8
lcl	7320	29239.966666666667	29226.0
lcl	7321	29173.1	29159.233333333334
lcl	7322	29046.6	29032.866666666665
lcl	7323	29129.666666666668	29116.366666666665
lcl	7324	26171.833333333332	26160.433333333334
lcl	7325	26298.733333333334	26287.833333333332
lcl	7326	27483.4	27472.5
lcl	7327	26696.3	26686.066666666666
lcl	7328	26363.333333333332	26352.766666666666
lcl	7329	26339.6	26328.5
lcl	7330	26650.7	26639.433333333334
lcl	7331	26776.166666666668	26765.033333333333
lcl	7332	26782.1	26771.133333333335
lcl	7333	26797.266666666666	26785.566666666666
lcl	7334	26836.066666666666	26824.3
lcl	7335	26743.266666666666	26731.733333333334
lcl	7336	26783.633333333335	26772.1
lcl	7337	26586.9	26575.533333333333
lcl	7338	26474.0	26462.533333333333
lcl	7339	26375.7	26364.433333333334
lcl	7340	26360.8	26349.9
lcl	7341	26385.766666666666	26375.166666666668
lcl	7342	26294.133333333335	26283.366666666665
lcl	7343	26023.366666666665	26010.833333333332
lcl	7344	26048.7	26037.533333333333
lcl	7345	26143.533333333333	26133.866666666665
lcl	7346	26221.166666666668	26213.266666666666
lcl	7347	27360.6	27352.566666666666
lcl	7348	27336.0	27328.6
lcl	7349	27141.733333333334	27134.333333333332
lcl	7350	27158.766666666666	27151.266666666666
lcl	7351	26284.333333333332	26277.0
lcl	7352	26159.466666666667	26150.933333333334
lcl	7353	25863.133333333335	25855.8
lcl	7354	26320.6	26312.833333333332
lcl	7355	26478.733333333334	26469.9
lcl	7356	26367.666666666668	26358.5
lcl	7357	26011.833333333332	26002.9
lcl	7358	25862.4	25853.466666666667
lcl	7359	25806.533333333333	25797.5
lcl	7360	23901.133333333335	23892.633333333335
lcl	7361	23605.7	23597.633333333335
lcl	7362	22780.866666666665	22773.033333333333
lcl	7363	22328.633333333335	22320.4
lcl	7364	22486.933333333334	22478.933333333334
lcl	7365	22381.333333333332	22373.2
lcl	7366	22385.066666666666	22378.566666666666
lcl	7367	21634.3	21627.9
lcl	7368	21461.533333333333	21455.533333333333
lcl	7369	21802.133333333335	21795.633333333335
lcl	7370	22274.066666666666	22267.7
lcl	7371	22116.433333333334	22109.866666666665
lcl	7372	22000.5	21993.3
lcl	7373	21972.633333333335	21964.2
lcl	7374	21962.666666666668	21954.733333333334
lcl	7375	21959.333333333332	21952.366666666665
lcl	7376	22108.8	22101.833333333332
lcl	7377	22263.433333333334	22256.966666666667
lcl	7378	22457.333333333332	22450.633333333335
lcl	7379	22713.766666666666	22706.333333333332
lcl	7380	22446.066666666666	22438.833333333332
lcl	7381	22073.933333333334	22066.9
lcl	7382	21886.433333333334	21879.3
lcl	7383	21466.0	21459.133333333335
lcl	7384	21244.7	21237.8
lcl	7385	20985.466666666667	20978.1
lcl	7386	20815.033333333333	20807.6
lcl	7387	20618.3	20609.766666666666
lcl	7388	19882.433333333334	19873.833333333332
